@relation allSongsAllFieldsRankClassWithDatePOS

@attribute IS_EXPLICIT {TRUE, FALSE}
@attribute WEEK date "yyyy-MM-dd"
@attribute NUM_WORDS real
@attribute NUM_UNIQUE_WORDS real
@attribute MAX_WORD_LENGTH real
@attribute AVG_WORD_LENGTH real
@attribute VERBS_FRQ real
@attribute CONJUNCTIONS_FRQ real
@attribute ADJECTIVES_FRQ real
@attribute PRONOUNS_FRQ real
@attribute NUMBERS_FRQ real
@attribute NOUNS_FRQ real
@attribute TOS_FRQ real
@attribute PREPOSITIONS_FRQ real
@attribute ADVERBS_FRQ real
@attribute INTERJECTIONS_FRQ real
@attribute OTHERS_FRQ real
@attribute FOREIGNS_FRQ real
@attribute INTERROGATIVES_FRQ real
@attribute SONG_RANK_CLASS {1-10, 11-20, 21-30, 31-40, 41-50}

@data
FALSE,"1997-09-20",144,88,11,4,18.055555 real, 2.0833333 real, 9.027778 real, 11.111111 real, 0.6944444 real, 23.61111 real, 4.1666665 real, 12.5 real, 11.111111 real, 0.0 real, 6.9444447 real, 0.0 real, 0.6944444 real, 41-50
TRUE,"2002-03-02",482,179,12,4,17.427385 real, 4.7717843 real, 3.9419086 real, 16.182573 real, 1.4522822 real, 24.481327 real, 1.8672199 real, 15.560166 real, 3.5269709 real, 0.0 real, 10.373444 real, 0.0 real, 0.41493776 real, 1-10
FALSE,"2008-08-02",355,130,12,3,24.507042 real, 3.3802817 real, 4.2253523 real, 25.633802 real, 1.6901408 real, 12.394366 real, 2.2535212 real, 7.887324 real, 7.0422535 real, 0.28169015 real, 8.169014 real, 0.0 real, 2.5352113 real, 11-20
FALSE,"2008-07-26",344,128,12,3,24.418604 real, 2.9069767 real, 4.0697675 real, 25.581396 real, 1.744186 real, 13.081395 real, 2.3255813 real, 8.139535 real, 6.395349 real, 0.29069766 real, 8.430233 real, 0.0 real, 2.6162791 real, 1-10
FALSE,"2014-12-20",579,102,10,3,12.953368 real, 0.17271157 real, 1.8998272 real, 17.271156 real, 1.8998272 real, 34.02418 real, 2.5906737 real, 14.680484 real, 4.1450777 real, 1.208981 real, 9.153713 real, 0.0 real, 0.0 real, 11-20
FALSE,"1988-02-13",199,112,18,3,18.090452 real, 2.0100503 real, 4.0201006 real, 16.080402 real, 1.5075377 real, 21.60804 real, 4.0201006 real, 9.045226 real, 6.5326633 real, 0.0 real, 15.577889 real, 0.0 real, 1.5075377 real, 31-40
FALSE,"1982-05-22",189,57,11,4,20.63492 real, 2.1164021 real, 4.2328043 real, 23.809525 real, 6.3492064 real, 19.57672 real, 2.6455026 real, 7.9365077 real, 3.7037036 real, 0.52910054 real, 7.4074073 real, 0.0 real, 1.5873016 real, 1-10
FALSE,"2004-05-15",240,85,10,4,16.25 real, 6.25 real, 3.75 real, 12.5 real, 5.4166665 real, 27.5 real, 0.0 real, 15.0 real, 3.3333333 real, 0.0 real, 9.583333 real, 0.0 real, 0.41666666 real, 41-50
TRUE,"1981-02-21",357,130,10,3,15.406162 real, 5.322129 real, 2.8011205 real, 16.526611 real, 3.9215686 real, 21.288515 real, 5.322129 real, 8.123249 real, 8.123249 real, 0.0 real, 11.204482 real, 0.0 real, 1.9607843 real, 1-10
FALSE,"1984-03-03",189,121,14,5,7.9365077 real, 1.0582011 real, 5.820106 real, 0.0 real, 0.52910054 real, 69.31217 real, 0.0 real, 7.9365077 real, 1.0582011 real, 0.0 real, 3.1746032 real, 2.1164021 real, 1.0582011 real, 1-10
TRUE,"2004-06-26",777,286,13,3,17.631918 real, 4.890605 real, 4.5045047 real, 14.157014 real, 3.088803 real, 27.155727 real, 1.5444015 real, 9.65251 real, 4.247104 real, 0.12870012 real, 11.711712 real, 0.0 real, 1.2870013 real, 21-30
FALSE,"1993-07-03",206,99,9,3,21.84466 real, 2.9126213 real, 6.3106794 real, 14.07767 real, 1.4563106 real, 14.563107 real, 2.4271846 real, 12.621359 real, 7.2815533 real, 0.0 real, 12.621359 real, 0.0 real, 3.883495 real, 41-50
FALSE,"2007-07-28",871,232,10,3,11.940298 real, 2.1814008 real, 3.9035592 real, 9.529277 real, 0.22962113 real, 40.98737 real, 0.6888634 real, 10.907003 real, 2.870264 real, 0.11481056 real, 13.777267 real, 0.0 real, 2.870264 real, 1-10
FALSE,"1991-07-06",168,59,10,3,17.261906 real, 2.9761906 real, 5.952381 real, 13.690476 real, 0.0 real, 22.02381 real, 0.0 real, 10.714286 real, 11.309524 real, 0.0 real, 15.476191 real, 0.0 real, 1.1904762 real, 11-20
FALSE,"1991-11-09",181,80,10,3,24.86188 real, 2.762431 real, 1.6574585 real, 27.071823 real, 0.0 real, 16.022099 real, 4.972376 real, 8.2872925 real, 8.839779 real, 0.0 real, 4.972376 real, 0.0 real, 0.5524862 real, 41-50
FALSE,"1992-03-07",216,50,9,3,5.5555553 real, 0.9259259 real, 6.9444447 real, 2.7777777 real, 8.796296 real, 34.25926 real, 0.9259259 real, 25.0 real, 1.3888888 real, 0.0 real, 13.425926 real, 0.0 real, 0.0 real, 41-50
FALSE,"1986-06-14",170,86,10,3,22.352942 real, 2.9411764 real, 4.7058825 real, 17.058823 real, 1.1764706 real, 11.764706 real, 2.9411764 real, 10.588235 real, 10.588235 real, 0.0 real, 15.882353 real, 0.0 real, 0.0 real, 1-10
FALSE,"1990-03-24",138,31,8,3,7.246377 real, 1.4492754 real, 0.7246377 real, 7.246377 real, 0.0 real, 26.811594 real, 0.0 real, 25.362318 real, 5.072464 real, 0.0 real, 26.086956 real, 0.0 real, 0.0 real, 41-50
FALSE,"1984-05-05",343,143,12,3,16.32653 real, 5.830904 real, 9.912537 real, 13.702624 real, 0.8746356 real, 20.408163 real, 0.8746356 real, 7.8717203 real, 9.620992 real, 0.58309036 real, 13.411078 real, 0.0 real, 0.58309036 real, 21-30
FALSE,"1984-10-27",192,58,11,4,15.625 real, 1.0416666 real, 6.25 real, 3.6458333 real, 0.0 real, 34.895832 real, 3.125 real, 11.979167 real, 3.6458333 real, 0.0 real, 18.229166 real, 0.0 real, 1.5625 real, 31-40
FALSE,"1995-11-11",160,74,14,4,19.375 real, 3.75 real, 2.5 real, 13.75 real, 0.0 real, 20.625 real, 0.625 real, 14.375 real, 16.25 real, 0.0 real, 8.125 real, 0.0 real, 0.625 real, 31-40
TRUE,"1990-03-17",333,141,11,3,21.321321 real, 3.0030031 real, 2.4024024 real, 15.615616 real, 0.3003003 real, 18.918919 real, 4.204204 real, 11.111111 real, 7.807808 real, 0.9009009 real, 13.813814 real, 0.0 real, 0.6006006 real, 31-40
FALSE,"1986-08-09",18,18,14,5,22.222221 real, 0.0 real, 0.0 real, 11.111111 real, 0.0 real, 27.777779 real, 5.5555553 real, 11.111111 real, 5.5555553 real, 0.0 real, 16.666666 real, 0.0 real, 0.0 real, 41-50
FALSE,"1981-07-11",125,75,11,4,15.2 real, 2.4 real, 5.6 real, 9.6 real, 0.8 real, 22.4 real, 0.0 real, 17.6 real, 8.8 real, 0.0 real, 15.2 real, 0.0 real, 2.4 real, 31-40
FALSE,"2008-08-23",229,65,7,3,31.441048 real, 6.9868994 real, 9.170305 real, 13.973799 real, 0.0 real, 12.227075 real, 1.7467248 real, 4.8034935 real, 7.860262 real, 0.4366812 real, 7.4235806 real, 0.0 real, 3.930131 real, 11-20
FALSE,"1986-04-12",567,75,24,3,22.574955 real, 1.2345679 real, 10.405643 real, 12.345679 real, 0.52910054 real, 19.753086 real, 3.35097 real, 8.818342 real, 3.8800704 real, 1.2345679 real, 14.991181 real, 0.0 real, 0.8818342 real, 31-40
FALSE,"1986-04-19",567,75,24,3,22.574955 real, 1.2345679 real, 10.405643 real, 12.345679 real, 0.52910054 real, 19.753086 real, 3.35097 real, 8.818342 real, 3.8800704 real, 1.2345679 real, 14.991181 real, 0.0 real, 0.8818342 real, 31-40
FALSE,"2011-05-21",362,111,9,3,21.823204 real, 4.4198895 real, 11.325967 real, 16.022099 real, 0.0 real, 18.232044 real, 0.8287293 real, 8.839779 real, 6.077348 real, 0.0 real, 11.325967 real, 0.0 real, 1.1049724 real, 31-40
FALSE,"1981-03-14",341,65,10,3,9.9706745 real, 1.7595308 real, 10.85044 real, 14.662757 real, 0.58651024 real, 16.129032 real, 1.4662757 real, 14.956012 real, 12.316715 real, 1.7595308 real, 14.956012 real, 0.0 real, 0.58651024 real, 11-20
FALSE,"2002-07-13",224,72,15,4,17.410715 real, 7.142857 real, 14.732142 real, 9.821428 real, 0.0 real, 23.214285 real, 0.89285713 real, 5.357143 real, 6.696429 real, 0.0 real, 14.285714 real, 0.0 real, 0.44642857 real, 41-50
FALSE,"1990-04-28",183,83,10,3,13.114754 real, 1.0928962 real, 11.4754095 real, 12.568306 real, 0.0 real, 30.054646 real, 0.5464481 real, 6.557377 real, 2.7322404 real, 0.0 real, 19.125683 real, 0.0 real, 2.7322404 real, 31-40
FALSE,"1984-07-07",382,75,11,4,17.539267 real, 2.356021 real, 13.089005 real, 7.329843 real, 0.0 real, 13.350785 real, 1.5706806 real, 5.7591624 real, 15.445026 real, 0.0 real, 23.56021 real, 0.0 real, 0.0 real, 41-50
FALSE,"2010-04-03",237,112,8,3,11.3924055 real, 2.9535866 real, 13.080169 real, 5.063291 real, 1.2658228 real, 26.58228 real, 2.1097047 real, 16.877638 real, 4.2194095 real, 0.0 real, 15.189874 real, 0.0 real, 1.2658228 real, 41-50
FALSE,"1998-12-05",287,123,10,3,11.84669 real, 5.226481 real, 9.756098 real, 8.710801 real, 0.0 real, 19.512196 real, 2.0905924 real, 16.376307 real, 8.710801 real, 0.0 real, 13.937283 real, 0.0 real, 3.8327527 real, 41-50
FALSE,"1989-03-04",196,71,9,3,21.938776 real, 2.5510204 real, 4.591837 real, 21.428572 real, 0.0 real, 15.306123 real, 3.5714285 real, 10.204082 real, 6.632653 real, 2.0408163 real, 10.714286 real, 0.0 real, 1.0204082 real, 11-20
TRUE,"2001-03-24",401,132,13,4,15.461347 real, 7.2319202 real, 7.7306733 real, 10.9725685 real, 0.49875313 real, 22.942644 real, 3.2418952 real, 6.4837904 real, 10.9725685 real, 0.0 real, 14.214464 real, 0.0 real, 0.24937657 real, 41-50
FALSE,"1986-03-01",167,59,10,3,14.371258 real, 0.5988024 real, 6.5868263 real, 14.371258 real, 0.5988024 real, 23.353292 real, 0.0 real, 13.772455 real, 4.1916165 real, 0.0 real, 17.365269 real, 0.0 real, 4.790419 real, 11-20
FALSE,"1982-11-13",219,95,11,3,21.461187 real, 3.652968 real, 2.739726 real, 12.328767 real, 0.456621 real, 20.547945 real, 0.913242 real, 9.589041 real, 5.022831 real, 0.0 real, 19.178082 real, 0.0 real, 4.109589 real, 41-50
FALSE,"1980-07-19",229,94,21,4,17.030567 real, 2.6200874 real, 5.240175 real, 9.170305 real, 0.0 real, 33.624454 real, 1.3100437 real, 7.860262 real, 13.100436 real, 0.0 real, 9.606987 real, 0.0 real, 0.4366812 real, 31-40
FALSE,"1986-10-18",304,147,10,3,17.43421 real, 3.618421 real, 5.9210525 real, 11.184211 real, 0.0 real, 20.06579 real, 2.9605262 real, 10.526316 real, 8.223684 real, 0.0 real, 17.43421 real, 0.0 real, 2.631579 real, 1-10
TRUE,"2008-08-09",555,270,13,4,14.054054 real, 3.0630631 real, 5.7657657 real, 17.297297 real, 0.9009009 real, 29.009008 real, 1.081081 real, 9.549549 real, 4.5045047 real, 0.18018018 real, 11.531531 real, 0.0 real, 3.0630631 real, 1-10
FALSE,"2002-10-05",260,81,10,4,17.307692 real, 1.5384616 real, 2.6923077 real, 11.923077 real, 1.1538461 real, 19.615385 real, 1.9230769 real, 14.230769 real, 4.6153846 real, 0.0 real, 23.846153 real, 0.0 real, 1.1538461 real, 1-10
FALSE,"2002-05-04",298,89,9,3,22.147652 real, 3.3557048 real, 5.3691278 real, 12.080537 real, 0.0 real, 20.805368 real, 0.67114097 real, 11.073826 real, 7.04698 real, 2.3489933 real, 14.09396 real, 0.0 real, 1.0067114 real, 21-30
FALSE,"1999-08-07",206,88,10,4,21.84466 real, 3.3980582 real, 5.3398056 real, 12.135922 real, 0.4854369 real, 18.446602 real, 4.854369 real, 6.3106794 real, 11.165049 real, 0.4854369 real, 12.621359 real, 0.0 real, 2.9126213 real, 31-40
FALSE,"1982-05-29",392,106,13,4,25.255102 real, 2.2959185 real, 7.6530614 real, 7.908163 real, 0.25510204 real, 22.44898 real, 6.632653 real, 4.0816326 real, 3.8265307 real, 0.0 real, 18.62245 real, 0.0 real, 1.0204082 real, 41-50
TRUE,"1988-09-24",746,312,10,3,19.97319 real, 4.155496 real, 4.289544 real, 13.806971 real, 0.2680965 real, 26.541555 real, 2.0107238 real, 10.321715 real, 5.227882 real, 0.13404825 real, 10.455764 real, 0.0 real, 2.8150134 real, 11-20
TRUE,"1988-10-08",746,312,10,3,19.97319 real, 4.155496 real, 4.289544 real, 13.806971 real, 0.2680965 real, 26.541555 real, 2.0107238 real, 10.321715 real, 5.227882 real, 0.13404825 real, 10.455764 real, 0.0 real, 2.8150134 real, 21-30
FALSE,"1982-12-25",529,92,10,3,14.933838 real, 0.37807184 real, 1.5122874 real, 23.62949 real, 0.18903592 real, 23.440454 real, 1.1342155 real, 17.769377 real, 4.15879 real, 0.0 real, 12.098299 real, 0.0 real, 0.7561437 real, 31-40
FALSE,"2006-08-12",312,87,13,4,20.833334 real, 0.96153843 real, 2.8846154 real, 3.8461537 real, 0.0 real, 27.884615 real, 0.96153843 real, 9.615385 real, 6.0897436 real, 0.0 real, 23.717949 real, 0.0 real, 3.2051282 real, 11-20
FALSE,"2000-08-19",253,95,12,4,9.881423 real, 0.0 real, 2.3715415 real, 5.13834 real, 0.0 real, 52.569168 real, 0.7905138 real, 7.1146245 real, 4.743083 real, 0.3952569 real, 9.486166 real, 7.1146245 real, 0.3952569 real, 21-30
FALSE,"2005-09-24",239,105,10,4,13.807531 real, 0.83682007 real, 7.5313807 real, 10.041841 real, 0.0 real, 28.451883 real, 2.0920503 real, 9.623431 real, 12.133891 real, 1.2552301 real, 10.460251 real, 0.0 real, 3.7656903 real, 31-40
FALSE,"1998-05-02",384,127,10,3,22.135416 real, 4.6875 real, 2.6041667 real, 19.270834 real, 0.0 real, 20.3125 real, 1.5625 real, 4.6875 real, 9.114583 real, 1.0416666 real, 13.28125 real, 0.0 real, 1.3020834 real, 21-30
FALSE,"1989-05-06",272,106,10,3,22.42647 real, 3.6764705 real, 4.0441175 real, 9.926471 real, 1.1029412 real, 17.647058 real, 4.779412 real, 8.823529 real, 8.823529 real, 0.0 real, 14.338235 real, 0.0 real, 4.4117646 real, 21-30
FALSE,"2014-05-31",126,46,8,3,18.25397 real, 1.5873016 real, 8.730159 real, 13.4920635 real, 0.0 real, 21.428572 real, 2.3809524 real, 16.666666 real, 3.9682539 real, 0.0 real, 13.4920635 real, 0.0 real, 0.0 real, 1-10
FALSE,"1998-02-14",371,114,10,3,18.0593 real, 2.1563342 real, 1.6172507 real, 23.180593 real, 0.0 real, 19.137466 real, 3.7735848 real, 10.242588 real, 9.433962 real, 2.1563342 real, 8.355795 real, 0.0 real, 1.8867924 real, 1-10
FALSE,"1996-05-04",335,120,11,3,16.716417 real, 2.9850745 real, 10.447762 real, 12.835821 real, 1.1940298 real, 22.686567 real, 0.5970149 real, 13.432836 real, 5.373134 real, 0.0 real, 13.134328 real, 0.0 real, 0.5970149 real, 31-40
FALSE,"2002-05-18",270,72,9,3,26.296297 real, 5.185185 real, 1.4814814 real, 22.962963 real, 1.4814814 real, 12.592592 real, 0.0 real, 9.62963 real, 8.518518 real, 0.0 real, 11.481482 real, 0.0 real, 0.37037036 real, 1-10
FALSE,"2012-02-25",172,75,8,3,20.930233 real, 2.3255813 real, 4.6511626 real, 16.860466 real, 5.8139534 real, 15.116279 real, 2.9069767 real, 9.883721 real, 8.72093 real, 0.0 real, 11.046512 real, 0.0 real, 1.744186 real, 31-40
FALSE,"1985-07-13",185,82,15,4,14.054054 real, 1.081081 real, 8.1081085 real, 7.027027 real, 0.0 real, 29.18919 real, 4.864865 real, 14.594595 real, 1.081081 real, 0.0 real, 18.918919 real, 0.0 real, 1.081081 real, 1-10
FALSE,"1993-03-06",207,122,13,4,14.492754 real, 2.415459 real, 14.009662 real, 12.077294 real, 0.9661836 real, 22.222221 real, 3.3816426 real, 7.729469 real, 6.763285 real, 0.0 real, 13.043478 real, 0.0 real, 2.8985507 real, 1-10
FALSE,"2012-04-07",337,166,11,3,19.881306 real, 4.1543026 real, 8.308605 real, 12.759644 real, 0.5934718 real, 22.55193 real, 1.1869437 real, 10.089021 real, 8.011869 real, 0.0 real, 11.5727005 real, 0.0 real, 0.8902077 real, 31-40
FALSE,"1981-06-20",315,128,9,4,23.174603 real, 1.9047619 real, 2.857143 real, 19.047619 real, 0.31746033 real, 15.238095 real, 0.95238096 real, 13.015873 real, 10.476191 real, 0.95238096 real, 11.111111 real, 0.0 real, 0.95238096 real, 1-10
TRUE,"2002-02-09",400,118,8,3,18.25 real, 3.75 real, 12.75 real, 14.75 real, 0.0 real, 20.25 real, 2.75 real, 4.25 real, 5.75 real, 0.0 real, 15.5 real, 0.0 real, 2.0 real, 1-10
FALSE,"1988-11-12",333,108,11,3,19.21922 real, 3.903904 real, 4.804805 real, 15.615616 real, 1.5015016 real, 19.21922 real, 2.102102 real, 13.813814 real, 4.804805 real, 0.0 real, 14.114114 real, 0.0 real, 0.9009009 real, 11-20
FALSE,"2010-09-25",290,110,13,4,16.896551 real, 1.3793104 real, 1.3793104 real, 15.5172415 real, 0.3448276 real, 28.965517 real, 0.6896552 real, 16.551723 real, 3.4482758 real, 0.0 real, 12.75862 real, 0.0 real, 2.0689654 real, 31-40
TRUE,"1993-07-17",360,132,9,3,22.5 real, 1.9444444 real, 4.4444447 real, 21.38889 real, 0.2777778 real, 16.944445 real, 4.1666665 real, 10.555555 real, 7.5 real, 0.0 real, 10.0 real, 0.0 real, 0.2777778 real, 41-50
FALSE,"2001-10-20",530,113,11,3,9.81132 real, 4.5283017 real, 0.5660377 real, 6.981132 real, 2.45283 real, 34.150944 real, 3.5849056 real, 12.641509 real, 4.5283017 real, 0.18867925 real, 20.0 real, 0.0 real, 0.5660377 real, 21-30
TRUE,"1997-01-11",710,275,13,3,16.197184 real, 6.338028 real, 3.8028169 real, 14.366198 real, 0.0 real, 24.788733 real, 2.3943663 real, 11.549295 real, 7.0422535 real, 1.1267606 real, 10.704226 real, 0.0 real, 1.6901408 real, 31-40
FALSE,"2000-09-16",733,237,10,3,24.010914 real, 0.95497954 real, 3.13779 real, 10.095498 real, 0.40927693 real, 20.190996 real, 5.5934515 real, 12.278308 real, 8.049113 real, 0.2728513 real, 13.506139 real, 0.0 real, 1.5006821 real, 31-40
FALSE,"1982-02-20",242,88,10,4,16.942148 real, 2.479339 real, 3.3057852 real, 12.809917 real, 1.6528926 real, 21.487604 real, 2.0661156 real, 12.396694 real, 11.983471 real, 0.41322315 real, 13.223141 real, 0.0 real, 1.2396694 real, 21-30
TRUE,"2014-11-08",550,248,12,3,14.909091 real, 0.72727275 real, 4.5454545 real, 11.818182 real, 0.72727275 real, 31.09091 real, 1.4545455 real, 16.0 real, 4.5454545 real, 0.0 real, 12.909091 real, 0.0 real, 1.2727273 real, 41-50
FALSE,"2006-08-26",589,171,12,4,26.655348 real, 3.9049237 real, 3.9049237 real, 21.22241 real, 0.33955857 real, 19.35484 real, 1.0186757 real, 10.865874 real, 6.451613 real, 0.16977929 real, 5.263158 real, 0.0 real, 0.84889644 real, 31-40
FALSE,"2009-01-17",286,86,10,3,22.727272 real, 2.7972028 real, 4.5454545 real, 28.67133 real, 1.048951 real, 8.741259 real, 1.048951 real, 10.13986 real, 6.993007 real, 0.34965035 real, 7.3426576 real, 0.0 real, 5.5944057 real, 41-50
FALSE,"1982-09-04",245,90,17,4,23.265306 real, 4.4897957 real, 5.3061223 real, 21.22449 real, 0.0 real, 21.632652 real, 1.2244898 real, 8.163265 real, 2.4489796 real, 0.40816328 real, 10.612245 real, 0.0 real, 1.2244898 real, 1-10
TRUE,"2000-07-22",397,110,11,3,18.13602 real, 4.7858944 real, 6.04534 real, 12.342569 real, 0.0 real, 16.624685 real, 1.7632241 real, 10.831234 real, 12.09068 real, 0.0 real, 12.846348 real, 0.0 real, 4.534005 real, 1-10
FALSE,"2004-08-21",300,116,12,4,19.666666 real, 1.3333334 real, 5.6666665 real, 9.0 real, 0.0 real, 21.333334 real, 1.6666666 real, 17.333334 real, 12.666667 real, 0.33333334 real, 10.333333 real, 0.0 real, 0.6666667 real, 31-40
FALSE,"2010-03-06",312,103,12,4,22.115385 real, 1.6025641 real, 6.730769 real, 19.551283 real, 0.0 real, 12.179487 real, 8.01282 real, 14.743589 real, 5.1282053 real, 1.2820513 real, 7.051282 real, 0.0 real, 1.6025641 real, 11-20
FALSE,"1992-07-18",277,95,10,3,19.855597 real, 5.0541515 real, 3.9711192 real, 24.187725 real, 0.0 real, 21.299639 real, 1.8050542 real, 3.9711192 real, 8.303249 real, 0.72202164 real, 10.108303 real, 0.0 real, 0.72202164 real, 1-10
FALSE,"1990-08-18",317,135,9,4,17.981073 real, 3.1545742 real, 5.0473185 real, 15.141955 real, 0.9463722 real, 17.0347 real, 2.5236592 real, 12.302839 real, 11.987382 real, 0.0 real, 11.671925 real, 0.0 real, 2.208202 real, 11-20
FALSE,"2005-03-05",173,82,10,4,13.294798 real, 2.3121388 real, 5.202312 real, 10.982659 real, 1.1560694 real, 38.728325 real, 2.3121388 real, 15.028902 real, 4.0462427 real, 0.0 real, 5.780347 real, 0.0 real, 1.1560694 real, 21-30
TRUE,"2003-07-12",790,323,13,3,13.29114 real, 4.3037972 real, 4.050633 real, 10.50633 real, 3.164557 real, 34.55696 real, 2.0253165 real, 8.227848 real, 4.683544 real, 0.0 real, 12.78481 real, 0.0 real, 2.4050634 real, 31-40
FALSE,"1994-08-20",314,141,12,3,13.375796 real, 2.866242 real, 7.9617834 real, 9.872611 real, 0.6369427 real, 40.127388 real, 0.31847134 real, 9.235669 real, 3.821656 real, 0.31847134 real, 11.146497 real, 0.0 real, 0.31847134 real, 41-50
FALSE,"1992-01-11",365,148,10,4,17.80822 real, 2.739726 real, 7.1232877 real, 12.876713 real, 0.2739726 real, 23.561644 real, 1.9178082 real, 9.589041 real, 9.315068 real, 1.0958904 real, 10.958904 real, 0.0 real, 2.739726 real, 1-10
FALSE,"2008-11-22",327,79,9,4,18.042814 real, 0.9174312 real, 1.8348624 real, 21.100918 real, 0.0 real, 14.067278 real, 4.2813454 real, 11.620795 real, 7.3394494 real, 1.2232416 real, 15.29052 real, 0.0 real, 4.2813454 real, 11-20
TRUE,"2003-08-09",246,77,12,3,29.674797 real, 4.0650406 real, 1.6260163 real, 23.577236 real, 0.40650406 real, 7.723577 real, 6.910569 real, 8.130081 real, 8.130081 real, 0.0 real, 7.3170733 real, 0.0 real, 2.4390244 real, 41-50
FALSE,"1986-05-03",490,89,11,4,27.959183 real, 1.2244898 real, 2.2448978 real, 14.897959 real, 0.20408164 real, 12.653061 real, 8.77551 real, 7.755102 real, 15.714286 real, 1.2244898 real, 7.3469386 real, 0.0 real, 0.20408164 real, 1-10
TRUE,"2002-06-08",436,182,13,4,18.348623 real, 5.0458717 real, 6.880734 real, 19.495413 real, 0.4587156 real, 22.247707 real, 1.146789 real, 9.633027 real, 6.4220185 real, 0.0 real, 8.256881 real, 0.0 real, 2.0642202 real, 1-10
FALSE,"1998-08-22",226,94,9,3,27.433628 real, 3.097345 real, 5.3097343 real, 23.451328 real, 0.0 real, 9.734513 real, 3.982301 real, 9.292035 real, 7.964602 real, 0.0 real, 8.849558 real, 0.0 real, 0.88495576 real, 1-10
FALSE,"2014-03-01",125,69,10,3,26.4 real, 2.4 real, 4.0 real, 25.6 real, 0.0 real, 13.6 real, 2.4 real, 8.0 real, 4.8 real, 2.4 real, 4.8 real, 0.0 real, 5.6 real, 21-30
FALSE,"2012-11-24",265,95,12,3,24.150944 real, 2.6415095 real, 3.7735848 real, 20.754717 real, 0.0 real, 21.509434 real, 1.8867924 real, 8.301887 real, 7.924528 real, 1.509434 real, 7.5471697 real, 0.0 real, 0.0 real, 11-20
FALSE,"1984-04-07",336,144,13,4,13.690476 real, 4.1666665 real, 10.119047 real, 8.333333 real, 0.0 real, 27.380953 real, 2.0833333 real, 12.5 real, 4.7619047 real, 0.0 real, 14.880953 real, 0.0 real, 2.0833333 real, 1-10
FALSE,"1983-06-18",309,97,10,3,15.210356 real, 1.2944983 real, 5.501618 real, 11.650485 real, 0.0 real, 21.035599 real, 3.5598705 real, 17.799353 real, 3.883495 real, 0.0 real, 19.417477 real, 0.0 real, 0.64724916 real, 1-10
FALSE,"2014-07-05",412,147,10,3,17.23301 real, 8.252427 real, 4.854369 real, 14.07767 real, 0.9708738 real, 21.359222 real, 3.3980582 real, 12.135922 real, 7.2815533 real, 0.9708738 real, 9.223301 real, 0.0 real, 0.24271844 real, 31-40
FALSE,"1983-02-05",268,110,12,4,17.910448 real, 1.8656716 real, 4.850746 real, 10.074627 real, 1.4925373 real, 23.134329 real, 3.7313433 real, 12.686567 real, 9.328359 real, 0.0 real, 14.552238 real, 0.0 real, 0.37313432 real, 1-10
FALSE,"1989-05-13",290,94,10,3,21.724138 real, 5.172414 real, 2.0689654 real, 16.551723 real, 2.7586207 real, 12.068966 real, 5.172414 real, 10.689655 real, 10.344828 real, 0.0 real, 11.034483 real, 0.0 real, 2.413793 real, 1-10
FALSE,"1983-01-29",300,101,10,3,19.333334 real, 1.3333334 real, 9.666667 real, 17.0 real, 0.0 real, 23.666666 real, 1.6666666 real, 8.333333 real, 10.666667 real, 0.33333334 real, 7.6666665 real, 0.0 real, 0.33333334 real, 41-50
FALSE,"2001-03-24",398,109,9,3,30.150753 real, 1.5075377 real, 2.2613065 real, 18.090452 real, 0.0 real, 20.603016 real, 0.2512563 real, 13.065327 real, 3.2663317 real, 0.0 real, 9.547739 real, 0.0 real, 1.2562814 real, 41-50
FALSE,"1983-08-27",225,90,10,3,23.11111 real, 3.5555556 real, 4.0 real, 14.666667 real, 0.0 real, 15.111111 real, 1.3333334 real, 7.5555553 real, 18.666666 real, 1.3333334 real, 10.666667 real, 0.0 real, 0.0 real, 21-30
FALSE,"1985-11-02",312,101,10,4,17.628204 real, 6.4102564 real, 3.525641 real, 2.2435896 real, 0.0 real, 29.166666 real, 0.32051283 real, 8.653846 real, 10.576923 real, 0.0 real, 21.153847 real, 0.0 real, 0.32051283 real, 41-50
