Song,Actual,TF-IDF,TF-IDF Error,Custom,Custom Err
Rock Yo Hips,2007,2007,0,2007,0
Rocketeer,2011,2011,0,2011,0
Rockin' Around The Christmas Tree,2014,2014,0,1980,34
Rockstar,2007,2007,0,2007,0
Roll Up,2011,2011,0,2011,0
Romeo And Juliet,1998,1998,0,1998,0
Romeo And Juliet,1998,1998,0,1998,0
Romeo And Juliet,1998,1998,0,1998,0
Rompe,2006,2006,0,2006,0
Rub You The Right Way,1990,1990,0,1990,0
Rubber Band Man,2004,2004,0,2004,0
Ruffneck,1993,1993,0,1993,0
Run-Around,1995,1995,0,1995,0
Runaway,1995,1995,0,1995,0
Runaway,2010,2010,0,2010,0
Same Love,2013,2013,0,2013,0
Satisfy You,1999,1999,0,1999,0
Saturday (Oooh! Ooooh!),2002,2002,0,2002,0
Say It,1998,1998,0,2013,15
Scar Tissue,1999,1999,0,1999,0
Second Round K.O.,1998,1998,0,1998,0
Secret Garden,1997,1997,0,1997,0
Semi-Charmed Life,1997,1997,0,1997,0
Sexy Lady,2007,2007,0,2007,0
Sgt. Pepper's Lonely Hearts Club Band,2005,2005,0,1980,25
Shake,2005,2005,0,2005,0
Shake That,2006,2006,0,2006,0
Shake Ya Ass,2000,2000,0,2000,0
Shawty Get Loose,2008,2008,0,2008,0
Shawty Is A 10,2007,2007,0,2007,0
She Wolf,2009,2009,0,2009,0
She's So High,1999,1999,0,1999,0
She's So Mean,2012,2012,0,2012,0
Shimmer,1998,1998,0,1998,0
Short Dick Man,1994,1994,0,1994,0
Shorty (You Keep Playin With My Mind),1998,1998,0,1998,0
Shorty (You Keep Playin' With My Mind),1998,1998,0,1998,0
Show Stopper,2006,2006,0,2006,0
Shut It Down,2010,2010,0,2010,0
Shut Up And Drive,2007,2007,0,2007,0
Shy Guy,1995,1995,0,1995,0
Sick Of Being Lonely,2003,2003,0,2003,0
Sing For The Moment,2003,2003,0,2003,0
Single White Female,1999,1999,0,1999,0
Sittin' On Top Of The World,1996,1996,0,1996,0
Slam,1993,1993,0,1993,0
Sleazy Remix 2.0 Get Sleazie?,2011,2011,0,2009,2
Slide,1999,1999,0,1984,15
Slow Motion,2004,2004,0,2004,0
Smack That,2006,2006,0,2006,0
Smells Like Nirvana,1992,1992,0,1992,0
Smile,1997,1997,0,1997,0
Smokin' Me Out,1997,1997,0,1997,0
Snake,2003,2003,0,2003,0
So Anxious,1999,1999,0,1999,0
So Fine,2009,2009,0,1994,15
So Fresh So Clean,2001,2001,0,2001,0
So Good,2012,2012,0,2012,0
So Into You,1998,1998,0,1980,18
So Sexy,2004,2004,0,2004,0
Sock It 2 Me,1997,1997,0,1997,0
Solitaire,2004,2004,0,2004,0
Some Beach,2004,2004,0,2004,0
Someday,1996,1996,0,1996,0
Someone,1997,1997,0,1997,0
Someone You Used To Know,1998,1998,0,1980,18
Somethin' 4 Da Honeyz,1995,1995,0,1995,0
Sometimes I Rhyme Slow,1992,1992,0,1992,0
Sorry For Party Rocking,2012,2012,0,2011,1
Soul To Squeeze,1993,1993,0,1993,0
South Side,2001,2001,0,2001,0
Southern Hospitality,2001,2001,0,2001,0
Southern Voice,2009,2009,0,2009,0
Southside,2004,2004,0,2004,0
Space Jam,1997,1997,0,1997,0
Space Jam,1997,1997,0,1997,0
Spackavellie,1998,1998,0,1998,0
Spark,1998,1998,0,2001,3
Spice Up Your Life,1997,1997,0,1997,0
Spirit Of A Boy Wisdom Of A Man,1999,1999,0,1999,0
Splackavellie,1998,1998,0,1998,0
Spotlight,2009,2009,0,2009,0
Sprinkle Me,1995,1995,0,1995,0
Sprinkle Me,1995,1995,0,1995,0
Stacy's Mom,2003,2003,0,2003,0
Stanky Legg,2009,2009,0,2005,4
Starry Eyed Surprise,2002,2002,0,2002,0
Starships,2012,2012,0,2012,0
Start Of Something New,2006,2006,0,2007,1
Stay Fly,2005,2005,0,2005,0
Steady Mobbin',2010,2010,0,2010,0
Steal My Sunshine,1999,1999,0,1999,0
Steam,1993,1993,0,1993,0
Stick To The Status Quo,2006,2006,0,1994,12
Still A G Thang,1998,1998,0,1998,0
Still Fly,2002,2002,0,2002,0
Still Not A Player,1998,1998,0,1998,0
Stole,2002,2002,0,2002,0
Stoner,2014,2014,0,2014,0
Stop,1998,1998,0,1980,18
Straight To The Bank,2007,2007,0,2005,2
Strange Clouds,2011,2011,0,2011,0
Strawberries,1998,1998,0,2008,10
Stronger,2007,2007,0,2007,0
Stunt 101,2003,2003,0,2003,0
Suds In The Bucket,2004,2004,0,2004,0
Suga Suga,2003,2003,0,2003,0
Sugar Hill,1995,1995,0,1995,0
Suit & Tie,2013,2013,0,2013,0
Summer Girls,1999,1999,0,1999,0
Summertime,2006,2006,0,2006,0
Super Bass,2011,2011,0,2011,0
SuperThug (What What),1998,1998,0,1998,0
Supermodel (You Better Work),1993,1993,0,1993,0
Superstar,2008,2008,0,2008,0
Survival,2013,2013,0,2013,0
Swagga Like Us,2008,2008,0,2008,0
Swagga Like Us,2008,2008,0,2008,0
Sweet Southern Comfort,2004,2004,0,2004,0
Sweet Surrender,1998,1998,0,1998,0
Swing My Way,1998,1998,0,1998,0
Swing My Way,1998,1998,0,1998,0
T.H.E. (The Hardest Ever),2011,2011,0,2007,4
Take Away,2002,2002,0,2002,0
Take It To Da House,2001,2001,0,2003,2
Take Me To Church,2014,2014,0,2014,0
Tambourine,2007,2007,0,2002,5
Tapout,2013,2013,0,2013,0
Tapout,2013,2013,0,2013,0
Tattoos On This Town,2011,2011,0,2011,0
Teach Me How To Dougie,2010,2010,0,2010,0
Tell Me (What's Goin' On),2003,2003,0,2003,0
Tell Me Baby,2006,2006,0,2008,2
Tell Me When,1995,1995,0,1995,0
Tell Me When To Go,2006,2006,0,2006,0
Temperature,2006,2006,0,2006,0
Tennessee,1992,1992,0,1992,0
Tequila,1992,1992,0,1997,5
Tequila Makes Her Clothes Fall Off,2005,2005,0,2005,0
Thank U,1998,1998,0,1998,0
That Girl,2006,2006,0,2006,0
That Girl,1996,1996,0,1996,0
That Way,2011,2011,0,2015,4
That's All She Wrote,2010,2010,0,2010,0
That's Not My Name,2009,2009,0,2009,0
The Adventures Of Rain Dance Maggie,2011,2011,0,1995,16
The Anthem,2008,2008,0,2008,0
The Arms Of The One Who Loves You,1998,1998,0,1980,18
The Best Day,2000,2000,0,1992,8
The Best Things In Life Are Free,1992,1992,0,1992,0
The Blower's Daughter,2014,2014,0,2013,1
The Bomb! (These Sounds Fall Into My Mind),1995,1995,0,1995,0
The Boss,2008,2008,0,2008,0
The Boy Is Mine,1998,1998,0,1998,0
The Catalyst,2010,2010,0,1993,17
The Cup Of Life,1999,1999,0,1999,0
The Devil Came Up To Michigan,1991,1991,0,1991,0
The Fighter,2012,2012,0,2012,0
The First Night,1998,1998,0,1980,18
The Fox,2013,2013,0,2013,0
The Freshmen,1997,1997,0,1997,0
The Hills,2015,2015,0,2015,0
The Humpty Dance,1990,1990,0,1990,0
The Itch,2000,2000,0,2000,0
The Jump Off,2003,2003,0,2003,0
The Lazy Song,2011,2011,0,2011,0
The Light,2000,2000,0,2000,0
The Memory Remains,1997,1997,0,1997,0
The Monster,2013,2013,0,2013,0
The Most Beautifullest Thing In This World,1994,1994,0,1995,1
The Mummer's Dance,1998,1998,0,1998,0
The Mummers Dance,1998,1998,0,1998,0
The Mummers' Dance,1998,1998,0,1998,0
The Next Episode,2000,2000,0,2000,0
The Party Continues,1998,1998,0,1998,0
The Power Of Good-Bye,1998,1998,0,1980,18
The Real Slim Shady,2000,2000,0,2000,0
The Secret Of Life,1999,1999,0,1996,3
The Sound Of Your Voice,1991,1991,0,1991,0
The Space Between,2001,2001,0,2001,0
The Unforgiven,1992,1992,0,1992,0
The Way I Live,2007,2007,0,2007,0
The Whole World,2002,2002,0,2002,0
The Woman With You,2004,2004,0,2004,0
The Zephyr Song,2002,2002,0,2002,0
Theme From Mission: Impossible,1996,1996,0,1996,0
Theme From Mission:Impossible,1996,1996,0,1996,0
These Are The Times,1999,1999,0,2009,10
These Words,2005,2005,0,2005,0
They Want EFX,1992,1992,0,1992,0
Things'll Never Change/Rapper's Ball,1997,1997,0,1997,0
Thinking Of You,1997,1997,0,1997,0
Thinking Of You,1997,1997,0,1997,0
This Ain't A Scene It's An Arms Race,2007,2007,0,2007,0
This Is How We Do,2014,2014,0,2014,0
This Is Ponderous,1991,1991,0,1991,0
This Is Why I'm Hot,2007,2007,0,2007,0
This Kiss,1998,1998,0,1998,0
This Lil' Game We Play,1995,1995,0,1995,0
Thoia Thoing,2003,2003,0,2003,0
Three Little Pigs,1993,1993,0,1993,0
Three Little Pigs,1993,1993,0,1993,0
Throw It In The Bag,2009,2009,0,2009,0
Thug Lovin',2002,2002,0,2002,0
Thuggish Ruggish Bone,1994,1994,0,1994,0
Together Again,1998,1998,0,1980,18
Tom Ford,2013,2013,0,2012,1
Tonight Tonight,2011,2011,0,2011,0
Tonite,1991,1991,0,1991,0
Too Close,1998,1998,0,1980,18
Too Late Too Soon,1997,1997,0,1980,17
Too Much,1998,1998,0,1998,0
Too Much Information,1993,1993,0,1993,0
Top Back,2007,2007,0,2007,0
Torn,1998,1998,0,1998,0
Touch It,2006,2006,0,2006,0
Touch It,1998,1998,0,1998,0
Touch Me (All Night Long),1991,1991,0,1991,0
Touch Me Tease Me,1996,1996,0,1996,0
Touch The Sky,2006,2006,0,2006,0
Touchin Lovin,2014,2014,0,2014,0
Trap Queen,2015,2015,0,2015,0
Tremor Christ/Spin The Black Circle,1994,1994,0,1994,0
Tres Delinquentes,1996,1996,0,1996,0
Trophies,2014,2014,0,2010,4
Truly Madly Deeply,1998,1998,0,1980,18
Try Me,2014,2014,0,2014,0
Tubthumping,1997,1997,0,1997,0
Tuesday,2014,2014,0,2014,0
Turn It Up/Fire It Up,1998,1998,0,1998,0
Turn Up The Music,2012,2012,0,2012,0
Turn it Up,2005,2005,0,2005,0
Turtle Power,1990,1990,0,1990,0
Twilight Zone,1992,1992,0,1992,0
Two Teardrops,1999,1999,0,1999,0
Two Wrongs,2002,2002,0,2002,0
U Don't Know Me,2005,2005,0,2005,0
U Should've Known Better,2004,2004,0,2004,0
U Will Know,1994,1994,0,1994,0
U.O.E.N.O.,2013,2013,0,2013,0
Ugly,2001,2001,0,2001,0
Uh Huh,2002,2002,0,2002,0
Uma Thurman,2015,2015,0,2015,0
Unbelievable,1999,1999,0,1999,0
Unbreakable,2005,2005,0,2005,0
Unforgettable,1991,1991,0,1991,0
Up All Night,2010,2010,0,1985,25
Up Jumps Da Boogie,1997,1997,0,1997,0
Uprising,2009,2009,0,1990,19
Vibeology,1992,1992,0,1992,0
Victory,1998,1998,0,1998,0
Video,2001,2001,0,2002,1
Violet Hill,2008,2008,0,2002,6
Viva La Vida,2008,2008,0,2008,0
Vivrant Thing,1999,1999,0,1999,0
Wait A Minute,2001,2001,0,2001,0
Waka Waka (This Time For Africa),2010,2010,0,2010,0
Walk it Out,2006,2006,0,2006,0
Wannabe,1997,1997,0,1997,0
Warm It Up,1992,1992,0,1992,0
Wasted,2009,2009,0,2009,0
Wat Da Hook Gon Be,2003,2003,0,2003,0
Watch The Wind Blow By,2004,2004,0,2004,0
We Are The World 25,2010,2010,0,2010,0
We Be Burnin',2005,2005,0,2005,0
We Can't Be Friends,1999,1999,0,1999,0
We Like To Party!,1999,1999,0,1999,0
We Made You,2009,2009,0,2009,0
We No Speak Americano,2010,2010,0,2010,0
We R Who We R,2010,2010,0,2010,0
We Really Shouldn't Be Doing This,1998,1998,0,1998,0
We Run This,2006,2006,0,2009,3
We Takin' Over,2007,2007,0,2007,0
We Trying To Stay Alive,1997,1997,0,1997,0
We Want The Funk,1991,1991,0,1991,0
We're All In The Same Gang,1990,1990,0,1990,0
We're Not Making Love No More,1998,1998,0,2009,11
Welcome Back,2004,2004,0,2004,0
Welcome To Atlanta,2002,2002,0,2002,0
West Coast,2014,2014,0,2000,14
Westside,1998,1998,0,1998,0
Wetter (Calling You Daddy),2009,2009,0,2009,0
Wetter (Calling You Daddy),2009,2009,0,2009,0
What A Beautiful Day,2003,2003,0,2003,0
What About Us,1997,1997,0,1997,0
What Happened To That Boy,2003,2003,0,2003,0
What I've Been Looking For,2006,2006,0,1990,16
What If,1998,1998,0,1980,18
What It's Like,1999,1999,0,1999,0
What Them Girls Like,2008,2008,0,2008,0
What They Do,1997,1997,0,1997,0
What U Gon' Do,2004,2004,0,2004,0
What Would Happen,1998,1998,0,1998,0
What Ya Want,1999,1999,0,1999,0
What You Want,2000,2000,0,2009,9
What You Want,1998,1998,0,1998,0
What's Going On,2001,2001,0,2001,0
What's Happnin',2004,2004,0,2004,0
What's On Tonight,1997,1997,0,1996,1
What's So Different,1999,1999,0,2003,4
What's Up Doc? (Can We Rock),1993,1993,0,1993,0
What's Wrong With Them,2010,2010,0,1984,26
What's Your Fantasy,2000,2000,0,2000,0
Whataya Want From Me,2010,2010,0,2010,0
Whatcha Gone Do?,1998,1998,0,1998,0
Whatcha Wanna Do?,1998,1998,0,1998,0
Whateva Man,1997,1997,0,1997,0
Whatever,1997,1997,0,1980,17
Whatever You Like,2008,2008,0,2008,0
Whatever You Say,1999,1999,0,1999,0
Whe U See Is What U Get,1998,1998,0,2002,4
When I Think About Angels,2001,2001,0,2001,0
When The Last Time,2002,2002,0,2002,0
When The Sun Goes Down,2004,2004,0,2004,0
Where I Come From,2001,2001,0,2001,0
Where Is The Love?,2003,2003,0,2003,0
Where My Girls At?,1999,1999,0,1980,19
Where The Party At,2001,2001,0,2001,0
Where Them Girls At,2011,2011,0,2011,0
Where Ya At,2015,2015,0,2015,0
Wherever You Go,1998,1998,0,1980,18
Whine Up,2007,2007,0,2007,0
Whip My Hair,2010,2010,0,2010,0
White & Nerdy,2006,2006,0,2006,0
Who Am I,1998,1998,0,1998,0
Who Dat,1999,1999,0,1999,0
Who Dat,1999,1999,0,1999,0
Who Gon Stop Me,2011,2011,0,2009,2
Who Let The Dogs Out,2000,2000,0,2000,0
Who Wouldn't Wanna Be Me,2003,2003,0,2003,0
Who You Are,1996,1996,0,1996,0
Who's That Girl?,2001,2001,0,2001,0
Whoa!,2000,2000,0,2000,0
Whoomp! (There It Is),1993,1993,0,1993,0
Whoot There It Is,1993,1993,0,1993,0
Whutcha Want?,1995,1995,0,1997,2
Why Don't We Fall In Love,2002,2002,0,2002,0
Why?,2004,2004,0,2004,0
Wide Open Spaces,1998,1998,0,1998,0
Wifey,2000,2000,0,2000,0
Wild Horses,2001,2001,0,1998,3
Wild Night,1994,1994,0,1994,0
Wild Night,1994,1994,0,1994,0
Wild Ones,2012,2012,0,2012,0
Wild Wild Love,2014,2014,0,2014,0
Wild Wild West,1999,1999,0,1999,0
Wild Wild West,1999,1999,0,1999,0
Will 2K,1999,1999,0,1999,0
Wind It Up,2006,2006,0,2006,0
Wind Of Change,1991,1991,0,1991,0
Winner,2010,2010,0,2010,0
Wishlist,1998,1998,0,1998,0
Without Me,2002,2002,0,2002,0
Without You,2011,2011,0,2011,0
Wobble Wobble,2000,2000,0,2000,0
Womanizer,2008,2008,0,2008,0
Wonderful,1995,1995,0,1995,0
Wonderwall,1996,1996,0,1996,0
Woo-Hah!! Got You All In Check/Everything Remains Raw,1996,1996,0,1996,0
Woof Woof,1998,1998,0,1998,0
Word Crimes,2014,2014,0,2009,5
Work In Progress,2002,2002,0,2002,0
Work It,2002,2002,0,2002,0
Write This Down,1999,1999,0,1999,0
Written In The Stars,2011,2011,0,2011,0
XO,2014,2014,0,2014,0
YAHHH!,2008,2008,0,2005,3
Yeah Ya Know (Takers),2010,2010,0,2012,2
Yeah!,2004,2004,0,2004,0
Year 3000,2007,2007,0,2007,0
Yellow,2001,2001,0,2014,13
You Better Wait,1994,1994,0,1994,0
You Bring Me Up,1997,1997,0,1997,0
You Can't Play With My Yo-Yo,1991,1991,0,1991,0
You Don't Know,2006,2006,0,2006,0
You Give Love A Bad Name,2007,2007,0,1990,17
You Got It,1995,1995,0,1980,15
You Got Me,1999,1999,0,1999,0
You Had Me From Hello,1999,1999,0,1980,19
You Learn/You Oughta Know,1996,1996,0,1996,0
You Let Your Heart Go Too Fast,1994,1994,0,1994,0
You Make Me Feel...,2011,2011,0,2011,0
You Make Me Sick,2001,2001,0,2001,0
You Won't Forget Me,1998,1998,0,2003,5
You're A God,2001,2001,0,1980,21
You're A Jerk,2009,2009,0,2009,0
You're Beginning To Get To Me,1998,1998,0,2001,3
You're Easy On The Eyes,1998,1998,0,1998,0
You're Still The One,1998,1998,0,2004,6
Young,2002,2002,0,2002,0
Young'n (Holla Back),2002,2002,0,2002,0
Your Body,2005,2005,0,2005,0
Your Love,2010,2010,0,2010,0
Your Woman,1997,1997,0,1997,0
i,2014,2014,0,2014,0
808,1999,1998,1,1991,8
(God Must Have Spent) A Little More Time On You,1999,1998,1,1999,0
(You Drive Me) Crazy,1999,1998,1,1980,19
... Baby One More Time,1999,1998,1,1980,19
15 Minutes,1999,1998,1,1997,2
4 Seasons Of Loneliness,1997,1998,1,1989,8
456,1999,1998,1,2004,5
6 Underground,1997,1998,1,1994,3
A Night To Remember,1999,1998,1,1993,6
A Puro Dolor (Purest Of Pain),2000,2001,1,2003,3
ATLiens,1997,1998,1,2002,5
Ain't Nobody,1997,1998,1,1995,2
All By Myself,1997,1998,1,1991,6
All Cried Out,1997,1998,1,2005,8
All For You,1997,1998,1,1980,17
All I Do,1998,1999,1,1986,12
All I Have To Give,1999,1998,1,1980,19
All I Want,1997,1998,1,1980,17
All Night Long,1999,1998,1,2005,6
All Star,1999,1998,1,2004,5
All That I Can Say,1999,1998,1,1998,1
Almost Doesn't Count,1999,1998,1,1980,19
Alone,1997,1998,1,1980,17
American Woman,1999,1998,1,1980,19
Angel,1999,1998,1,1980,19
Angel Of Mine,1999,1998,1,2012,13
Anyone Else,1999,1998,1,2004,5
Anything But Down,1999,1998,1,2001,2
Anywhere,1999,1998,1,2006,7
At The Beginning,1998,1997,1,1980,18
Avenues,1997,1998,1,1991,6
Avenues,1997,1998,1,1991,6
Back 2 Good,1999,1998,1,1980,19
Back 2 Good,1999,1998,1,1980,19
Back That Thang Up,1999,2000,1,2007,8
Backyard Boogie,1997,1998,1,1993,4
Bailamos,1999,1998,1,2004,5
Barbie Girl,1997,1998,1,1988,9
Barely Breathing,1997,1998,1,1995,2
Beautiful Stranger,1999,1998,1,2000,1
Because Of You,1998,1997,1,1980,18
Believe,1999,1998,1,1980,19
Better Days (And The Bottom Drops Out),1999,1998,1,1995,4
Big Daddy,1997,1998,1,2006,9
Bills Bills Bills,1999,1998,1,2005,6
Bitch,1997,1998,1,1986,11
Bitter Sweet Symphony,1998,1999,1,1980,18
Black Balloon,1999,1998,1,1980,19
Bohemian Rhapsody,1992,1991,1,1980,12
Bohemian Rhapsody,1996,1997,1,1980,16
Bow Wow (That's My Name),2001,2000,1,2000,1
Break Ya Neck,2002,2001,1,2001,1
Breaking All The Rules,1997,1998,1,1980,17
Building A Mystery,1997,1998,1,1999,2
Bump Bump Bump,2003,2002,1,2002,1
Busy Man,1999,1998,1,1999,0
Butterfly,2001,2000,1,2005,4
Butterfly Kisses,1997,1998,1,1997,0
Butterfly Kisses,1997,1998,1,1997,0
C U When U Get There,1997,1998,1,1997,0
C'est La Vie,1999,1998,1,1999,0
Can I Get A...,1999,1998,1,1998,1
Caramel,2002,2001,1,2001,1
Change,1992,1991,1,1991,1
Changes,1999,1998,1,1998,1
Closer To Free,1996,1997,1,1980,16
Cold Rock A Party,1997,1998,1,1996,1
Come On,1997,1998,1,2006,9
Come See Me,1997,1998,1,1996,1
Count On Me,1996,1997,1,1980,16
Criminal,1997,1998,1,2004,7
Crush,1998,1999,1,1999,1
Cupid,1997,1998,1,1998,1
Da' Dip,1997,1998,1,1997,0
Dance (A$$),2012,2011,1,2011,1
Dance With Me,2001,2000,1,1990,11
Danger (Been So Long),2001,2000,1,2000,1
Desperately Wanting,1997,1998,1,2002,5
Do I Have To Say The Words?,1992,1991,1,1980,12
Do That...,2003,2002,1,2002,1
Don't Be Stupid (You Know I Love You),1998,1997,1,1997,1
Don't Cry For Me Argentina,1997,1998,1,2003,6
Don't Let Go (Love),1997,1998,1,1996,1
Don't Stop The Party,2013,2012,1,2012,1
Don't Wanna Lose You,1996,1997,1,2014,18
Drive Me Wild,1999,1998,1,1980,19
E.I.,2001,2000,1,2000,1
E.T.,2011,2010,1,2010,1
Encore,2005,2004,1,2004,1
Every Morning,1999,1998,1,1999,0
Every Time I Close My Eyes,1997,1998,1,2015,18
Everybody (Backstreet's Back),1998,1999,1,1980,18
Ex-Factor,1999,1998,1,1999,0
Fabulous,2003,2002,1,2002,1
Feel So Good,1997,1998,1,1997,0
Fergalicious,2007,2006,1,2006,1
Flood,1996,1997,1,1982,14
Fly Away,1999,1998,1,1998,1
Fly Like An Eagle,1997,1996,1,1996,1
Foolin' Around,1995,1994,1,1994,1
For A Little While,1999,2000,1,1980,19
For You,1997,1998,1,2000,3
Fortunate,1999,1998,1,1999,0
Free As A Bird,1996,1997,1,1997,1
Gas Pedal,2014,2013,1,2013,1
Genie In A Bottle,1999,1998,1,1998,1
Georgia,2006,2005,1,2005,1
Get Back,2005,2004,1,2004,1
Get Gone,1999,1998,1,1999,0
Get It Together,1997,1998,1,1980,17
Get it Together,1997,1998,1,1980,17
Getto Jam,1994,1993,1,1993,1
Ghetto Cowboy,1999,1998,1,1998,1
Ghetto Cowboy,1999,1998,1,1998,1
Gigolo,2004,2003,1,2003,1
Girl On TV,2000,1999,1,1999,1
Give It To You,1999,1998,1,1999,0
Go The Distance,1997,1998,1,1997,0
God Must Have Spent A Little More Time On You,1999,1998,1,1998,1
Going Back To Cali,1998,1997,1,1997,1
Gone Crazy,1999,1998,1,1980,19
Got To Get It,2000,1999,1,2010,10
Grillz,2006,2005,1,2005,1
Hanginaround,2000,1999,1,1999,1
Hard Knock Life (Ghetto Anthem),1999,1998,1,1998,1
Hard To Say I'm Sorry,1997,1998,1,1980,17
Have A Little Mercy,1997,1998,1,1986,11
Have You Ever?,1999,1998,1,1980,19
He Didn't Have To Be,1999,1998,1,1980,19
Heartbreak Hotel,1999,1998,1,1980,19
Heartbreak Hotel,1999,1998,1,1980,19
Hold On To Me,1999,1998,1,1980,19
Home,2013,2012,1,2012,1
Honey,1997,1998,1,1997,0
Hot Boyz,2000,1999,1,1999,1
Hot In Herre,2002,2001,1,1980,22
How Do I Live,1997,1998,1,1980,17
How Do I Live,1997,1998,1,1980,17
How Forever Feels,1999,1998,1,2002,3
How We Do,2005,2004,1,2004,1
How's It Going To Be,1998,1997,1,1997,1
I Belong To You (Every Time I See Your Face),1997,1998,1,1997,0
I Care 'Bout You,1997,1998,1,1994,3
I Do,1998,1997,1,1994,4
I Don't Ever Want To See You Again,1998,1997,1,1997,1
I Don't Wanna,2000,1999,1,1980,20
I Don't Want To Miss A Thing,1999,1998,1,1980,19
I Don't Want To/I Love Me Some Him,1997,1998,1,1980,17
I Knew I Loved You,2000,1999,1,1999,1
I Like Them Girls,2001,2000,1,2000,1
I Need To Know,1999,1998,1,1980,19
I Say A Little Prayer,1997,1998,1,1991,6
I Still Believe,1999,1998,1,2000,1
I Want It That Way,1999,1998,1,1980,19
I Will Remember You (Live),1999,1998,1,1980,19
I Wish,2001,2000,1,2000,1
I'll Be Missing You,1997,1998,1,1997,0
I'm Different,2013,2012,1,2012,1
I'm Not Feeling You,1997,1998,1,1980,17
I'm Not Giving You Up,1997,1998,1,1980,17
I'm Not Ready,1999,1998,1,1992,7
If I Could Turn Back The Hands Of Time,1999,1998,1,1999,0
If It Makes You Happy,1997,1996,1,1996,1
If You Had My Love,1999,2000,1,2005,6
If You Love Me,1999,1998,1,2012,13
Ignition,2003,2002,1,2002,1
In Da Club,2003,2002,1,2003,0
In My Bed,1997,1998,1,1980,17
In The Closet,1992,1991,1,1980,12
Invisible Man,1997,1998,1,1980,17
It Wasn't Me,2001,2000,1,2000,1
It's All About The Benjamins,1998,1997,1,1997,1
It's All About You (Not About Me),1999,1998,1,1980,19
It's No Good,1997,1998,1,1992,5
It's Your Body,1997,1998,1,1997,0
It's Your Love,1997,1998,1,1980,17
Jam,1992,1991,1,1980,12
Janie's Got A Gun,1990,1991,1,1980,10
Jesus To A Child,1996,1997,1,1980,16
Jumper,1999,1998,1,1998,1
Just Another Day In Paradise,2000,2001,1,2000,0
Just Be A Man About It,2000,1999,1,2003,3
Just Dance,2009,2008,1,2008,1
Kickstart My Heart,1990,1989,1,1989,1
Kiss Me,1999,2000,1,1999,0
Laffy Taffy,2006,2005,1,2005,1
Last Night's Letter,1997,1998,1,1990,7
Lesson In Leavin',1999,1998,1,1999,0
Let Me Let Go,1998,1999,1,2012,14
Let's Get Married,2000,1999,1,2000,0
Let's Make A Night To Remember,1996,1997,1,1983,13
Lifestyles Of The Rich And Famous,2003,2002,1,2002,1
Liquid Dreams,2001,2000,1,2000,1
Livin' La Vida Loca,1999,2000,1,1999,0
Lollipop (Candyman),1998,1999,1,1980,18
Lonely And Gone,1999,1998,1,1999,0
Love Don't Cost A Thing,2001,2000,1,2001,0
Lovers And Friends,2005,2004,1,2004,1
Low,2008,2007,1,2007,1
Lucky Love,1996,1997,1,1980,16
Lullaby,1999,1998,1,1998,1
Macarena,1996,1995,1,1995,1
Macarena (Bayside Boys Mix),1996,1995,1,1995,1
Made You Look,2003,2002,1,2002,1
Magic Stick,2003,2002,1,2003,0
Mambo No. 5 (A Little Bit Of?),1999,2000,1,2007,8
Meet Virginia,2000,1999,1,1999,1
Miami,1999,1998,1,1998,1
Ms. Jackson,2001,2000,1,2000,1
Music Of My Heart,1999,1998,1,1980,19
My Body,1997,1998,1,1997,0
My First Night With You,1999,1998,1,1980,19
My Love Is The Shhh!,1997,1998,1,1995,2
My Love is The Shhh!,1997,1998,1,1995,2
Never Let You Go,2000,1999,1,2000,0
Never Make A Promise,1997,1998,1,1980,17
New Age Girl,1995,1994,1,1994,1
New York,2005,2004,1,2004,1
No Hands,2011,2010,1,2010,1
No More (Baby I'ma Do Right),2001,2000,1,2000,1
No One Else,1996,1997,1,1995,1
No Place That Far,1999,1998,1,1980,19
No Scrubs,1999,1998,1,1980,19
No Time,1997,1996,1,1996,1
No Worries,2013,2012,1,2012,1
No No No,1998,1997,1,1997,1
Nobody,1996,1997,1,1980,16
Nobody's Supposed To Be Here,1998,1997,1,1980,18
Not Gon' Cry,1996,1997,1,2007,11
Nothin' But The Cavi Hit,1997,1996,1,1996,1
Numb/Encore,2005,2004,1,2004,1
On My Own,1997,1998,1,1980,17
One More Time,1997,1998,1,1980,17
One More Try,1999,1998,1,1980,19
One Of Us,1996,1997,1,2011,15
Only You,1996,1997,1,1980,16
Ooh Aah...Just A Little Bit,1997,1998,1,1980,17
Ordinary Life,1999,1998,1,2004,5
Piece Of Me,2008,2007,1,2007,1
Please Don't Go,1997,1998,1,1980,17
Pony,1996,1997,1,1995,1
Powerful Thing,1999,1998,1,2001,2
Praise You,1999,1998,1,1980,19
Pushin' Weight,1999,1998,1,1998,1
Quit Playing Games (With My Heart),1997,1998,1,1980,17
Raise Your Glass,2011,2010,1,2010,1
Raise Your Glass,2011,2010,1,2010,1
Reach,1996,1997,1,1980,16
Real Love,1996,1997,1,1980,16
Real Muthaphuckkin G's,1994,1993,1,1993,1
Red Solo Cup,2012,2011,1,2011,1
Remember The Time,1992,1991,1,1980,12
Return Of The Mack,1997,1998,1,1980,17
Right On The Money,1999,2000,1,1980,19
Riptide,2015,2014,1,2014,1
