SONG,YEAR,VERBS,CONJUNCTION,ADJECTIVE,PRONOUN,NUMBER,NOUN,TO,PREPOSITION,ADVERB,INTERJECTION,OTHER,FOREIGN,INTERROGATIVE,SIMPLE NARC,COMPLEX NARC,,,
Forgive Me For Dreaming,1988,35,5,10,26,0,12,5,15,20,0,11,0,4,6,2.076923077,,,
Forgot About Dre,2000,155,45,46,110,5,224,24,94,55,0,110,0,21,20,13.27272727,,,
Fortress Around Your Heart,1985,4,0,0,2,0,5,1,2,1,0,3,0,0,-1,-1.5,,,
Fortunate,1999,53,5,15,32,0,63,10,21,45,0,46,0,1,10,5,,,
Found Out About You,1994,49,7,5,54,0,52,5,36,16,0,35,0,2,4,2,,,
Four In The Morning (I Can't Take Anymore),1985,75,1,29,84,1,43,9,33,32,1,57,0,1,3,1.142857143,,,
FourFiveSeconds,2015,59,8,15,48,5,59,6,35,22,0,30,0,1,6,2.5,,,
Freak Like Me,1995,91,13,31,74,9,104,21,107,15,0,133,0,2,1,0.621621622,,,
Freak Me,1993,113,10,17,109,1,45,8,22,44,2,46,0,4,31,17.34862385,,,
Freak The Freak Out,2011,87,5,18,60,0,27,4,13,35,0,24,0,12,7,2.566666667,,,
Freakit,1993,81,23,27,67,3,153,7,79,32,0,63,0,9,15,4.253731343,,,
Free,2001,79,16,59,71,8,99,9,54,33,3,52,0,12,19,11.50704225,,,
Free,2010,22,7,7,22,0,54,0,31,26,0,19,0,0,-11,-13.5,,,
Free And Easy (Down The Road I Go),2007,31,15,8,23,2,37,2,25,31,1,26,0,2,2,0.434782609,,,
Free As A Bird,1996,19,2,13,10,0,28,6,25,17,0,20,0,3,-2,-2.8,,,
Free Fallin',1990,18,6,26,9,0,61,0,19,15,2,20,0,1,0,0,,,
Free Your Mind,1992,79,12,15,57,0,92,5,21,36,5,46,0,11,14,5.403508772,,,
Free Yourself,2005,143,20,17,102,0,60,43,45,127,22,18,0,1,38,23.09803922,,,
Freedom,1990,123,16,18,84,1,98,21,37,41,5,65,0,13,7,3.416666667,,,
Freedom,1995,39,2,6,15,5,69,3,24,9,0,27,0,3,-2,-3.733333333,,,
Freedom,1985,65,15,17,78,0,45,12,17,47,2,28,0,1,14,5.564102564,,,
Freedom Overspill,1986,56,6,14,28,0,59,4,33,28,4,26,0,12,2,0.571428571,,,
Freek'n You,1995,45,8,9,53,0,42,3,21,22,0,26,0,7,9,4.245283019,,,
Freek-A-Leek,2004,137,19,23,119,4,151,17,49,21,2,59,0,20,6,1.81512605,,,
Freeway Of Love,1985,51,13,26,50,1,137,5,73,19,2,47,0,4,-1,-1.38,,,
Freeze,2008,98,10,15,88,4,70,13,41,22,0,39,0,3,21,10.73863636,,,
Freeze Frame,1982,19,0,8,12,0,42,2,9,5,0,11,0,0,6,3,,,
French Kiss,1989,171,8,15,117,2,116,29,49,50,2,41,1,20,17,8.282051282,,,
Fresh,1985,55,7,28,34,1,68,13,17,33,3,24,0,3,5,1.617647059,,,
Fresh Azimiz,2006,134,31,73,107,2,236,10,76,57,1,57,0,7,9,1.598130841,,,
Friday,2011,56,3,13,31,2,229,16,54,23,3,58,0,3,9,4.064516129,,,
Friday I'm In Love,1992,27,10,17,18,0,85,3,26,25,8,18,5,0,2,0.888888889,,,
Friday Night,2014,51,0,16,52,2,83,7,31,10,1,22,0,2,-2,-3.538461538,,,
Friend Of Mine,1998,87,10,11,79,0,54,3,24,7,0,28,0,8,18,4.784810127,,,
Friends,1989,165,24,53,94,0,101,23,56,54,0,57,0,21,5,2.978723404,,,
Friends,1989,165,24,53,94,0,101,23,56,54,0,57,0,21,5,2.978723404,,,
Friends And Lovers,1986,47,12,9,36,3,26,8,17,14,2,22,0,4,-12,-18,,,
Friends In Love,1982,47,13,12,34,0,50,5,25,33,1,14,0,6,1,0.617647059,,,
From A Distance,1990,38,10,5,13,0,68,2,41,5,0,48,0,1,-7,-8.615384615,,,
From The Bottom Of My Broken Heart,2000,53,8,32,68,4,71,9,40,26,1,33,0,5,26,17.58823529,,,
From This Moment On,1998,40,7,5,46,2,34,4,37,16,0,32,0,1,4,1.565217391,,,
Frontin',2003,114,18,22,97,1,64,10,46,33,10,39,0,4,-1,-1.556701031,,,
Frozen,1998,51,2,11,44,0,36,9,22,27,0,20,0,11,5,2.159090909,,,
Fu-Gee-La,1996,81,9,22,46,4,183,8,52,20,0,35,0,5,5,2.934782609,,,
Full Moon,2002,117,8,13,84,7,65,3,71,34,0,56,0,2,5,2.619047619,,,
Fun,2015,93,8,26,67,1,117,3,48,30,4,46,0,7,4,1.910447761,,,
Funhouse,2009,56,7,22,16,17,108,12,46,23,0,45,0,1,0,0,,,
Funkdafied,1994,43,16,25,36,0,135,9,59,25,1,57,0,5,0,0,,,
Funky Cold Medina,1989,77,18,28,69,0,126,10,55,21,0,65,0,10,12,3.47826087,,,
Funky Y-2-C,1994,99,9,73,73,0,170,13,50,46,1,49,0,15,10,5.068493151,,,
Funkytown,1980,51,0,1,49,0,26,19,41,1,0,5,0,0,21,14.14285714,,,
Funkytown,1987,55,0,3,54,0,81,22,35,4,0,38,0,0,21,14.38888889,,,
Funny The Way It Is,2009,77,22,21,34,5,95,7,41,27,0,54,0,4,2,0.470588235,,,
G'D Up,2000,119,25,41,85,5,234,12,69,31,2,100,0,11,10,3.411764706,,,
G.D.F.R.,2015,87,6,32,57,0,83,9,47,25,0,45,0,6,11,5.01754386,,,
G.H.E.T.T.O.U.T.,1997,34,2,7,24,5,37,0,27,27,9,18,0,2,7,3.208333333,,,
Gallery,2006,76,12,23,70,2,64,6,49,53,0,39,1,9,8,2.4,,,
Game Over (Flip),2004,69,13,16,57,4,128,8,51,12,0,42,0,4,4,1.964912281,,,
Games,1981,41,1,4,34,0,32,1,23,3,0,27,0,10,4,2.117647059,,,
Games People Play,1981,62,8,10,50,0,52,1,26,18,0,24,0,4,-6,-8.64,,,
Games Without Frontiers,1980,25,0,8,9,0,64,1,37,4,0,20,0,0,-3,-4.333333333,,,
Gangnam Style,2012,18,0,9,10,0,162,0,2,2,1,11,4,1,0,0,,,
Gangnam Style,2012,18,0,9,10,0,162,0,2,2,1,11,4,1,0,0,,,
Gangsta,1993,70,10,13,69,2,100,6,28,20,0,37,0,3,17,7.391304348,,,
Gangsta Lean,1993,112,14,19,93,5,103,12,56,42,0,56,0,14,21,9.258064516,,,
Gangsta Lovin',2002,129,11,28,122,0,150,3,32,50,4,46,0,5,20,9.508196721,,,
Gangsta Luv,2010,118,8,22,121,1,176,7,92,38,0,102,0,21,6,1.983471074,,,
Gangsta Nation,2004,129,31,49,70,6,218,90,96,62,1,102,0,17,-5,-7.857142857,,,
Gangsta's Paradise,1995,4,0,0,2,0,5,1,2,1,0,3,0,0,-1,-1.5,,,
Gangstas Make The World Go Round,1997,126,18,27,73,5,193,15,77,38,0,74,0,9,18,6.657534247,,,
Gas Pedal,2013,66,5,23,48,4,100,7,31,21,1,50,1,6,9,3.9375,,,
Gas Pedal,2014,66,5,23,48,4,100,7,31,21,1,50,1,6,9,3.9375,,,
Gasolina,2005,146,3,35,92,1,328,14,66,50,3,85,7,9,36,19.17391304,,,
Gee Whiz,1980,30,3,4,20,0,33,0,12,4,2,22,0,5,-2,-3.3,,,
Gemini Dream,1981,56,6,18,31,0,37,5,21,17,0,32,0,3,-1,-1.483870968,,,
General Hospi-tale,1981,107,13,24,71,4,188,12,28,15,0,53,0,8,18,6.591549296,,,
Genie In A Bottle,1999,111,16,27,61,1,101,6,61,17,0,61,0,3,21,14.1147541,,,
Genius Of Love,1982,39,6,13,22,1,96,8,24,11,0,24,0,13,3,1.227272727,,,
Gentle,1991,70,1,17,41,0,56,4,8,20,0,8,0,8,10,5.365853659,,,
Gentleman,2013,25,1,16,16,0,77,0,7,10,0,10,0,2,-4,-6,,,
Georgia,2006,79,25,27,85,5,252,4,105,28,0,87,0,19,7,2.470588235,,,
Georgia On My Mind,1990,12,1,20,16,0,47,4,15,15,1,10,0,0,7,4.8125,,,
Get A Leg Up,1991,68,8,21,44,2,70,5,31,25,3,44,0,4,6,2.318181818,,,
Get At Me Dog,1998,144,18,29,92,5,184,10,86,41,1,85,0,19,12,6.652173913,,,
Get Away,1993,134,11,11,32,1,97,48,34,58,0,42,0,6,7,1.96875,,,
Get Back,2008,106,13,9,75,2,43,6,34,38,0,25,0,3,8,3.946666667,,,
Get Back,2005,149,14,25,129,9,214,10,102,57,1,105,0,8,25,10.85271318,,,
Get Buck In Here,2007,136,16,47,112,14,234,15,72,31,0,81,0,9,18,7.875,,,
Get Busy,2003,117,11,43,114,2,200,12,94,21,0,90,0,4,4,3.087719298,,,
Get Closer,1982,35,2,8,23,0,19,2,11,17,1,11,0,3,0,0,,,
Get Down,1995,89,5,29,63,4,113,9,66,30,0,71,0,9,7,1.444444444,,,
Get Down On It,1982,178,8,5,155,0,81,1,167,71,2,116,0,19,2,0.516129032,,,
Get Drunk And Be Somebody,2006,35,16,19,34,1,70,3,19,29,6,23,0,1,0,0,,,
Get Gone,1999,110,10,21,77,0,68,14,36,48,1,39,0,4,16,8.727272727,,,
Get Here,1991,42,4,6,50,0,37,2,25,30,0,31,0,4,10,5.4,,,
Get It On (Bang A Gong),1985,24,10,25,24,0,46,0,23,4,6,17,0,0,4,1,,,
Get It On Tonite,2000,67,12,8,52,12,71,8,43,30,3,24,0,7,3,0.692307692,,,
Get It Poppin',2005,124,16,25,87,13,193,10,85,47,0,72,2,7,5,1.494252874,,,
Get It Right,2011,55,12,19,45,0,41,7,19,31,0,35,0,14,9,3,,,
Get It Shawty,2007,108,10,22,100,0,61,5,29,33,9,58,0,9,11,3.19,,,
Get It Together,1997,132,15,4,88,0,16,9,13,61,2,18,0,7,-1,-1.681818182,,,
Get It Up,1993,82,7,15,64,1,45,13,27,23,6,41,0,5,13,4.875,,,
Get Like Me,2008,149,9,20,92,3,249,10,102,41,0,122,0,5,24,13.56521739,,,
Get Low,2003,84,15,31,61,9,121,18,45,46,1,61,0,1,11,4.147540984,,,
Get Lucky,2013,63,3,30,35,0,109,47,38,33,0,76,0,5,-6,-10.8,,,
Get Me Bodied,2013,84,4,19,80,10,92,12,23,24,2,44,0,3,26,15.6,,,
Get Me Some Of That,2014,36,6,12,42,1,68,3,33,26,0,28,1,1,14,6.666666667,,,
Get Money,1996,100,9,28,67,5,150,13,53,23,1,52,0,7,26,15.52238806,,,
Get On Up,1996,92,17,11,43,0,44,2,43,54,1,46,0,0,2,0.88372093,,,
Get On Your Boots,2009,77,6,24,60,0,73,0,35,28,0,31,0,12,12,5.4,,,
Get On Your Feet,1989,63,9,6,32,0,47,1,37,19,1,23,0,2,0,0,,,
Get Outta My Dreams, Get Into My Car,1988,46,0,11,53,0,84,11,50,8,7,23,0,1,22,12.45283019,,
Get Over It,1994,58,11,17,54,0,50,5,38,22,0,33,0,2,0,0,,,
Get Over Yourself,2001,108,8,18,79,5,79,9,57,55,2,49,0,5,8,1.620253165,,,
Get Ready For This,1995,44,6,22,41,3,79,7,47,18,0,42,0,5,5,1.951219512,,,
Get Right,2005,88,4,23,71,0,63,13,63,50,0,57,0,5,-10,-14.08450704,,,
Get Silly,2008,92,12,48,46,1,131,3,39,28,2,78,0,4,17,11.45652174,,,
Get That Love,1987,78,10,11,55,0,76,2,43,19,0,37,0,0,14,4.327272727,,,
Get The Party Started,2001,57,1,14,27,0,67,5,21,18,0,43,0,1,7,4.407407407,,,
Get Together,1996,51,11,5,27,6,64,7,22,32,0,36,0,4,-2,-3.259259259,,,
Get Up,2008,143,14,19,118,2,122,14,55,44,1,52,0,12,5,1.101694915,,,
Get Up,2006,139,9,30,127,5,107,23,75,42,4,72,0,4,17,5.88976378,,,
Get Up And Go,1982,56,14,17,19,0,35,3,24,39,2,19,0,1,2,0.631578947,,,
Get Up! (Before the Night Is Over),1990,60,7,7,24,4,44,7,35,30,0,25,0,0,0,0,,,
Get Ur Freak On,2001,66,6,13,51,2,68,2,30,27,0,24,0,4,19,11.17647059,,,
Get Your Shine On,2013,53,5,8,37,0,99,0,36,11,0,20,0,5,4,1.189189189,,,
Get Your Shine On,2013,53,5,8,37,0,99,0,36,11,0,20,0,5,4,1.189189189,,,
Get it Together,1997,132,15,4,88,0,16,9,13,61,2,18,0,7,-1,-1.681818182,,,
Get'cha Head In The Game,2006,49,8,12,32,0,213,2,57,10,0,101,1,5,1,0.15625,,,
Getcha Back,1985,38,5,8,43,0,31,3,19,28,2,16,0,2,0,0,,,
Gett Off,1991,113,9,20,71,9,118,9,58,36,0,81,0,14,2,0.901408451,,,
Gettin' Jiggy Wit It,1998,126,6,37,70,5,190,142,48,29,1,63,0,12,12,2.914285714,,,
Gettin' Over You,2010,27,39,20,26,0,92,9,28,30,0,41,0,2,2,0.846153846,,,
Gettin' Some,2006,163,24,14,96,4,177,14,68,18,0,105,1,6,6,1.25,,,
Gettin' You Home (The Black Dress Song),2009,49,7,15,38,0,44,1,26,16,1,28,0,2,4,2,,,
Getting Away With It,1990,70,4,18,71,0,19,12,26,38,0,17,0,2,17,9.098591549,,,
Getting' Some,2006,96,17,15,90,4,114,6,53,14,0,58,0,11,9,4.1,,,
Getto Jam,1994,111,18,43,78,19,145,15,94,45,0,99,0,12,-9,-15.23076923,,,
Getto Man,1993,90,14,25,71,13,142,12,79,31,0,81,0,10,-1,-1.633802817,,,
Ghetto Cowboy,1998,134,17,45,110,7,201,11,99,48,2,92,0,8,9,3.763636364,,,
Ghetto Cowboy,1999,134,17,45,110,7,201,11,99,48,2,92,0,8,9,3.763636364,,,
Ghetto Cowboy,1999,134,17,45,110,7,201,11,99,48,2,92,0,8,9,3.763636364,,,
Ghetto Love,1997,94,25,20,81,1,135,13,51,22,0,63,0,7,11,6.925925926,,,
Ghetto Supastar (That Is What You Are),1998,80,7,30,41,3,118,12,47,21,1,56,0,9,10,4.146341463,,,
Ghetto Supastar (That Is What You Are),1998,80,7,30,41,3,118,12,47,21,1,56,0,9,10,4.146341463,,,
Ghetto Supastar (That Is What You Are),1998,80,7,30,41,3,118,12,47,21,1,56,0,9,10,4.146341463,,,
Ghetto Supastar (That Is What You Are),1998,80,7,30,41,3,118,12,47,21,1,56,0,9,10,4.146341463,,,
Ghetto Supastar (That Is What You Are),1998,80,7,30,41,3,118,12,47,21,1,56,0,9,10,4.146341463,,,
Ghost,2015,55,6,13,33,0,42,7,18,7,1,31,0,2,5,1.96969697,,,
Ghost Town,1988,39,5,7,49,1,82,10,49,27,2,37,0,2,13,7.693877551,,,
Ghostbusters,1984,48,1,19,41,0,41,0,28,8,4,23,0,13,2,0.780487805,,,
Gigolo,2004,121,7,64,95,6,175,10,87,36,7,110,0,14,2,0.989473684,,,
Gimme All Your Lovin',1983,24,6,3,30,0,28,6,15,4,0,25,0,1,2,0.266666667,,,
Gimme More,2007,31,3,20,33,2,130,1,35,20,1,48,0,1,2,0.96969697,,,
Gimme Some Love,1997,46,3,9,38,3,115,3,18,16,0,35,0,0,9,3.552631579,,,
Gimme Some Lovin',1980,37,7,40,31,1,60,3,10,17,1,32,0,2,-3,-5.032258065,,,
Gimme That,2006,95,12,31,93,9,126,5,66,7,0,67,0,19,5,2.258064516,,,
Gimme The Light,2002,117,43,43,52,6,329,14,66,34,0,103,6,10,8,3.384615385,,,
Gimmie That Girl,2010,20,2,15,22,0,56,3,43,6,0,29,0,2,5,2.272727273,,,
Gin And Juice,1994,68,31,16,74,2,187,11,89,23,1,64,0,7,39,26.87837838,,,
Girl,2005,169,22,16,152,1,61,25,54,26,0,33,0,4,-7,-11.00657895,,,
Girl,2006,171,16,19,146,2,173,34,98,71,15,54,0,29,24,12.49315068,,,
Girl Can't Help It,1986,28,3,5,31,0,26,1,22,12,0,20,0,6,0,0,,,
Girl Crush,2015,40,3,9,47,0,48,2,21,11,0,15,0,0,5,1.170212766,,,
Girl I'm Gonna Miss You,1989,39,3,9,46,0,46,4,20,11,0,27,0,2,9,4.304347826,,,
Girl Next Door,2006,40,8,23,33,0,89,2,17,23,2,39,0,3,4,0.606060606,,,
Girl On Fire,2013,42,12,7,21,0,67,0,36,10,0,36,0,1,-3,-5.428571429,,,
Girl On Fire,2012,42,12,7,21,0,67,0,36,10,0,36,0,1,-3,-5.428571429,,,
Girl On TV,2000,103,18,20,84,1,151,12,81,33,2,69,0,17,9,3.214285714,,,
Girl Talk,2002,166,15,19,101,0,133,5,72,36,0,85,0,13,11,4.574257426,,,
Girl Tonite,2005,149,6,21,170,0,100,19,38,45,0,59,0,48,12,3.741176471,,,
Girl U For Me/Lose Control,1993,61,15,8,48,0,45,0,25,14,0,23,0,5,6,3.875,,,
Girl You Know It's True,1989,64,8,19,78,2,80,4,44,28,1,22,0,6,12,6.923076923,,,
Girl, I've Been Hurt,1993,110,8,22,68,2,71,3,15,21,0,37,0,5,21,9.573529412,,
Girlfight,2005,93,9,20,73,5,89,27,35,26,4,47,0,4,-1,-1.602739726,,,
Girlfriend,2002,66,7,9,72,1,56,2,16,14,4,25,0,7,9,4.5,,,
Girlfriend,2007,83,15,23,110,4,80,5,48,56,0,79,0,7,9,3.354545455,,,
Girlfriend,2003,56,16,22,60,2,120,5,40,18,0,48,0,6,15,7.75,,,
Girlfriend,2007,106,8,32,149,1,240,7,63,22,1,65,1,8,69,35.65771812,,,
Girlfriend,1988,128,9,61,106,0,102,13,30,37,25,73,0,15,3,1.358490566,,,
Girlfriend/Boyfriend,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,,,
Girls,1984,77,14,21,90,2,55,7,16,11,0,28,0,18,2,1.133333333,,,
Girls And Boys,2003,16,10,9,6,0,65,2,33,10,1,30,0,2,0,0,,,
Girls Are More Fun,1985,78,5,40,32,0,106,9,24,30,10,43,0,2,5,1.71875,,,
Girls Can Get It,1980,67,6,15,35,0,71,10,31,26,1,49,0,3,0,0,,,
Girls Just Want To Have Fun,1984,88,3,7,37,2,82,1,11,45,11,29,0,8,0,0,,,
Girls Lie Too,2004,63,8,16,42,0,41,3,21,31,1,23,0,15,-4,-6.095238095,,,
Girls Nite Out,1990,45,11,16,22,1,47,10,30,19,2,34,0,2,5,3.636363636,,,
Girls Nite out,1990,45,11,16,22,1,47,10,30,19,2,34,0,2,5,3.636363636,,,
Girls With Guns,1984,45,4,19,25,1,54,5,17,13,0,24,0,5,2,0.64,,,
Girls, Girls, Girls,2001,141,21,40,141,2,243,18,77,35,0,80,4,11,18,3.70212766,
Girls, Girls, Girls,1987,27,9,19,24,0,87,2,23,6,0,22,0,4,7,3.208333333,
Gitty Up,1998,161,13,21,115,0,172,12,71,39,0,74,0,26,22,9.182608696,,,
Give A Little Bit,2005,35,1,16,27,0,44,7,13,21,5,25,0,0,2,1.333333333,,,
Give A Little Bit More,1981,73,3,29,40,0,49,3,27,56,0,36,1,4,8,4.2,,,
Give It 2 U,2013,100,6,22,104,0,113,19,48,25,0,38,2,4,14,5.653846154,,,
Give It 2 You,1995,83,17,22,62,14,131,10,41,24,0,23,0,16,4,0.903225806,,,
Give It All We Got Tonight,2013,24,3,2,17,0,28,1,14,14,1,20,0,3,0,0,,,
Give It All You Got,1980,0,0,1,0,0,3,0,0,0,0,1,0,0,0,NaN,,,
Give It Away,2006,49,12,18,46,0,48,1,27,49,0,23,0,5,-1,-1.869565217,,,
Give It To Me,2007,107,6,21,96,1,82,27,48,27,0,62,0,4,5,2.65625,,,
Give It To Me Baby,1981,84,0,21,113,0,66,43,23,20,1,34,0,10,40,18.40707965,,,
Give It To You,1999,96,7,8,109,0,67,18,37,31,1,41,0,9,13,7.394495413,,,
Give It Up,1984,55,2,16,49,0,70,11,9,3,0,56,0,0,3,0.734693878,,,
Give It Up,1994,189,20,33,162,5,142,9,57,86,1,108,0,12,6,0.962962963,,,
Give It Up,1992,110,12,17,122,0,42,6,46,51,0,38,1,10,10,3.360655738,,,
Give It Up To Me,2009,108,11,17,126,0,107,17,42,19,1,75,0,12,16,9.26984127,,,
Give It Up, Turn It Loose,1993,107,19,24,78,0,96,2,49,51,0,56,0,3,0,0,,
Give Me All Your Love,1988,61,12,12,75,0,62,1,23,21,0,30,0,2,24,12.16,,,
Give Me All Your Luvin',2012,81,12,19,77,0,108,7,35,15,0,48,0,3,21,10.63636364,,,
Give Me Back My Hometown,2014,40,5,7,35,0,63,4,19,13,0,33,0,2,14,8.8,,,
Give Me Everything,2011,70,17,21,68,0,94,7,36,35,0,39,0,2,6,3.088235294,,,
Give Me Everything,2011,70,17,21,68,0,94,7,36,35,0,39,0,2,6,3.088235294,,,
Give Me Just One Night (Una Noche),2000,52,1,2,61,13,94,8,25,40,7,33,0,1,20,10.49180328,,,
Give Me One Reason,1996,4,0,0,2,0,5,1,2,1,0,3,0,0,-1,-1.5,,,
Give Me That,2005,178,18,26,166,11,183,13,67,38,8,104,0,3,57,29.53012048,,,
Give Me The Keys (And I'll Drive You Crazy),1989,38,7,13,33,0,35,2,15,6,0,24,0,6,6,3.818181818,,,
Give Me The Night,1980,52,12,9,30,0,60,3,26,24,0,58,0,1,6,4.4,,,
Give Me Tonight,1984,61,2,4,41,3,25,3,20,32,0,12,0,2,13,8.56097561,,,
Give To Live,1987,88,5,19,40,3,76,19,38,22,12,29,0,1,-1,-1.75,,,
Give U My Heart,1992,71,27,18,89,0,57,16,15,41,0,49,0,5,12,5.123595506,,,
Give Your Heart A Break,2012,94,7,5,90,4,98,11,21,44,6,52,0,3,13,5.344444444,,,
Given To Fly,1998,39,5,7,24,0,34,5,17,15,6,26,0,2,1,0.041666667,,,
Gives You Hell,2010,111,15,20,116,1,73,3,27,37,0,33,0,16,14,7,,,
Gives You Hell,2009,45,9,12,45,2,33,4,17,16,0,20,0,8,6,3.066666667,,,
Giving Him Something He Can Feel,1992,48,5,16,47,0,54,7,19,15,0,32,0,3,6,2.425531915,,,
Giving It Up For Your Love,1981,55,5,13,74,0,65,2,45,35,0,39,0,1,4,0.324324324,,,
Giving Up On Love,1989,89,10,13,38,0,43,4,38,26,2,56,0,5,2,1,,,
Giving You The Benefit,1990,179,23,12,146,3,142,58,46,25,0,111,0,5,10,4.383561644,,,
Giving You The Best That I Got,1988,74,10,21,69,0,47,5,34,20,0,26,0,1,10,4.782608696,,,
Glaciers Of Ice/Criminology,1995,153,28,54,64,6,230,10,71,30,0,81,0,11,1,0.46875,,,
Glaciers Of Ice/Criminology,1995,147,25,54,68,5,252,11,66,28,5,108,1,11,-2,-3.264705882,,,
Glad You Came,2012,71,12,22,55,0,50,0,27,45,0,44,0,4,10,5.090909091,,,
Glamorous,2007,43,9,33,36,0,109,6,47,17,1,63,0,4,6,2,,,
Glamour Boys,1989,56,6,14,32,1,85,4,21,16,2,53,0,3,1,0.375,,,
Glitter In The Air,2010,39,7,4,26,0,49,3,25,25,0,39,0,0,3,1.269230769,,,
Gloria,1982,65,6,2,51,0,57,5,30,19,0,29,0,2,0,0,,,
Glory,2015,69,8,20,40,6,134,8,31,18,4,57,0,11,-20,-29,,,
Glory Days,1985,60,11,12,43,4,77,4,33,34,0,32,0,3,1,0.186046512,,,
Glory Of Love,1986,52,0,5,48,0,39,3,40,26,0,33,0,4,-1,-1.6875,,,
Glycerine,1996,45,7,17,35,3,47,2,25,22,0,24,0,5,3,1.628571429,,,
Go,1986,54,12,4,26,0,24,3,15,21,0,15,0,5,5,2.307692308,,,
Go D.J.,2004,140,17,36,101,3,202,8,89,43,1,92,1,7,34,18.51485149,,,
Go Getta,2007,100,5,26,68,5,147,8,56,48,0,57,0,10,-9,-13.36764706,,,
Go Home,1986,4,0,0,2,0,5,1,2,1,0,3,0,0,-1,-1.5,,,
Go Insane,1984,13,3,3,16,2,16,0,14,5,0,7,0,0,2,0.5,,,
Go Insane,1984,17,4,3,24,2,22,0,21,7,0,12,0,0,2,0.583333333,,,
Go On,2000,58,5,13,34,0,21,3,26,30,0,14,0,14,-3,-4.323529412,,,
Go The Distance,1997,50,8,9,41,1,42,4,18,12,0,43,0,7,9,2.414634146,,,
Go Your Own Way,2011,40,0,25,50,0,37,1,9,4,0,33,0,4,3,0.78,,,
God Bless The U.S.A.,2003,51,17,16,19,0,43,15,24,27,0,31,3,9,5,3.157894737,,,
God Bless The USA,2001,44,17,16,29,0,50,15,20,16,0,39,0,9,6,2.482758621,,,
God Gave Me You,2011,61,12,10,50,0,50,4,26,18,0,25,0,7,19,12.92,,,
God Love Her,2009,53,15,18,60,0,72,4,33,10,0,33,0,2,12,4.6,,,
God Must Have Spent A Little More Time On You,1999,52,7,24,51,2,55,1,41,28,0,52,0,11,5,1.37254902,,,
Goin' Crazy,2005,114,13,25,103,0,79,12,65,52,1,43,0,4,0,0,,,
Goin' Down,1982,21,2,7,24,1,23,1,17,5,0,14,0,3,9,3.375,,,
Going Back To Cali,1988,55,10,7,33,1,116,22,24,32,0,38,0,1,2,0.303030303,,,
Going Back To Cali,1998,91,10,26,60,12,194,14,63,28,0,70,0,6,7,2.566666667,,,
Going To A Go Go,1982,45,5,17,20,2,46,15,16,19,1,22,0,0,2,1.2,,,
Gold,1984,75,5,15,40,1,73,9,35,26,0,27,0,0,4,2.2,,,
Gold Digger,2005,150,21,27,106,9,171,10,71,36,0,51,0,6,4,0.79245283,,,
Goldmine,1986,77,18,15,68,2,100,6,22,27,5,36,0,10,26,11.08823529,,,
Gone,2001,79,10,7,62,1,44,11,26,34,1,29,0,5,16,9.548387097,,,
Gone,2013,172,38,42,132,9,254,21,113,60,12,122,0,18,17,7.856060606,,,
Gone Crazy,1999,50,4,15,21,3,44,4,22,19,0,20,0,2,6,3.428571429,,,
Gone Till November,1998,138,16,7,79,6,151,15,54,17,4,51,0,6,15,7.405063291,,,
Gone, Gone, Gone,2013,76,6,9,53,0,52,6,41,30,1,27,0,6,13,6.867924528,
Gonna Make You Sweat,1991,52,11,9,27,0,83,8,26,18,1,36,0,0,6,2.888888889,,,
Gonna Make You Sweat,1991,52,11,9,27,0,83,8,26,18,1,36,0,0,6,2.888888889,,,
Gonorrhea,2010,106,14,38,128,6,208,5,76,49,1,62,0,12,8,1.625,,,
Good,1995,23,8,50,27,0,47,3,30,21,1,15,0,0,0,0,,,
Good Directions,2007,50,12,21,47,0,66,7,32,21,0,36,0,5,10,2.978723404,,,
Good Enough,1992,88,13,46,97,0,104,6,35,64,0,52,0,4,4,1.855670103,,,
Good Feeling,2012,47,2,13,32,5,91,5,32,27,1,41,0,5,5,1.40625,,,
Good Felling,2012,47,2,13,32,5,91,5,32,27,1,41,0,5,5,1.40625,,,
Good For Me,1992,56,2,27,57,0,32,11,22,26,0,25,0,14,14,5.649122807,,,
Good For You,2015,100,10,42,75,2,82,11,45,32,0,52,0,4,10,5.333333333,,,
Good Girl,2012,67,9,29,57,0,68,11,34,29,4,39,0,7,1,0.473684211,,,
Good Girls,2014,104,9,44,33,0,65,4,31,19,0,19,0,13,1,0.303030303,,,
Good Girls Go Bad,2009,87,8,75,65,5,64,3,26,18,0,22,0,1,4,1.415384615,,,
Good Life,2007,117,16,33,89,2,142,17,69,38,4,70,0,9,8,2.247191011,,,
Good Life,2011,81,5,36,35,0,98,13,38,27,5,64,0,10,4,1.942857143,,,
Good Morning,2009,112,13,33,93,0,105,19,65,33,0,63,0,6,12,6.451612903,,,
Good Morning Beautiful,2002,24,3,25,26,0,43,4,23,6,1,12,0,7,6,2.076923077,,,
Good Stuff,1992,105,7,65,86,0,122,6,55,30,0,50,0,10,23,12.30232558,,,
Good Thing,1989,46,1,17,29,3,22,3,5,21,0,9,0,7,6,2.068965517,,,
Good Time,2008,71,32,44,36,5,166,1,54,10,0,68,0,1,3,0.75,,,
Good Time,2012,25,2,18,22,0,41,8,26,23,0,26,0,2,4,1.636363636,,,
Good Time,2012,25,2,18,22,0,41,8,26,23,0,26,0,2,4,1.636363636,,,
