@relation lyrics383.small

@attribute song string
@attribute numWords numeric
@attribute distinctWRatio numeric
@attribute word_1 string
@attribute word_2 string
@attribute word_3 string
@attribute word_4 string
@attribute word_5 string
@attribute word_6 string
@attribute word_7 string
@attribute word_8 string
@attribute word_9 string
@attribute word_10 string
@attribute phrase2_1 string
@attribute phrase2_2 string
@attribute phrase2_3 string
@attribute phrase2_4 string
@attribute phrase2_5 string
@attribute phrase2_6 string
@attribute phrase2_7 string
@attribute phrase2_8 string
@attribute phrase2_9 string
@attribute phrase2_10 string
@attribute phrase3_1 string
@attribute phrase3_2 string
@attribute phrase3_3 string
@attribute phrase3_4 string
@attribute phrase3_5 string
@attribute phrase3_6 string
@attribute phrase3_7 string
@attribute phrase3_8 string
@attribute phrase3_9 string
@attribute phrase3_10 string
@attribute pos_verb numeric
@attribute pos_conj numeric
@attribute pos_adj numeric
@attribute pos_pronoun numeric
@attribute pos_number numeric
@attribute pos_noun numeric
@attribute pos_to numeric
@attribute pos_prep numeric
@attribute pos_adv numeric
@attribute pos_interj numeric
@attribute pos_other numeric
@attribute pos_foreign numeric
@attribute pos_wh numeric
@attribute narcScore numeric
@attribute period {early1980s,mid1980s,late1980s,early1990s,mid1990s,late1990s,early2000s,mid2000s,late2000s,early2010s,mid2010s}
@attribute rank {top10,top20,top30,top40,top50,notTop}

@data
"Chain Hang Low",651.0,0.2534562211981567,"it","do","the","you","iz","chain","hang","yo","my","and","chain hang","do it","iz it","do yo","yo chain","off the","do do","24 inches","hang low","low do","do yo chain","yo chain hang","do do do","chain hang low","hang low do","low do it","do it wobble","it wobble to","wobble to da","to da flo",129,13,42,113,5,173,8,54,28,0,73,0,13,290.2475442043222,mid2000s,top10
"Chains",319.0,0.19435736677115986,"me","chains","you","but","i","got","wouldn’t","change","love","the","you got","got me","i wouldn’t","wouldn’t change","the chains","in chains","me in","but i","hey-ey-ey-ey hey-ey-ey-ey","chains you","you got me","i wouldn’t change","got me in","me in chains","chains you got","in chains for","chains for your","for your love","your love but","love but i",54,18,11,79,0,73,1,23,9,1,42,0,8,306.56998313659363,mid2010s,top20
"Chains",149.0,0.6308724832214765,"i","baby","me","to","but","a","the","i'm","in","chains","baby baby","i'm in","in chains","baby i'm","thought this","never thought","baby look","look at","at me","as if","i'm in chains","baby i'm in","never thought this","baby baby look","baby look at","look at me","they make me","make me feel","me feel as","feel as if",30,6,8,20,1,31,4,18,12,0,16,0,3,309.94006233517143,mid1990s,top40
"Chains Around My Heart",227.0,0.42290748898678415,"my","to","you've","got","break","these","chains","around","heart","the","you've got","got to","to break","break these","these chains","chains around","around my","my heart","girl you've","heart 'cause","you've got to","got to break","to break these","break these chains","these chains around","chains around my","around my heart","girl you've got","my heart 'cause","heart 'cause i've",48,4,10,28,1,52,11,30,12,0,29,0,2,319.62252917361275,early1990s,top50
"Chains Of Love",300.0,0.25,"give","up","don't","me","together","and","love","break","chains","of","don't give","give up","chains of","of love","break these","these chains","up don't","we'll break","together we'll","and don't","don't give up","chains of love","break these chains","these chains of","give up don't","up don't give","together we'll break","we'll break these","and don't give","together with me",60,13,6,26,0,71,6,27,36,0,45,0,10,325.86863905325447,late1980s,top20
"Chandelier",392.0,0.23214285714285715,"i'm","for","on","tonight","the","holding","3","2","1","","on for","for tonight","holding on","2 3","1 2","i'm just","just holding","the chandelier","i'm gonna","from the","on for tonight","holding on for","1 2 3","i'm just holding","just holding on","from the chandelier","cause i'm just","2 3 1","3 1 2","2 3 drink",55,2,15,37,37,113,0,84,19,0,29,0,1,330.30595964335987,mid2010s,top10
"Change",210.0,0.38571428571428573,"i","you","love","if","cos","my","the","want","wouldn_t","your","if i","you i","i wouldn_t","love you","i didn_t","cos if","i would","this love","would have","have turned","cos if i","if i didn_t","love you i","didn_t love you","i didn_t love","you i would","i would have","would have turned","have turned around","i love you",45,2,2,49,0,41,3,19,16,0,32,0,1,333.36812804453723,early1990s,top30
"Change",266.0,0.46616541353383456,"and","the","you","to","will","it's","we","hallelujah!","it","these","we'll sing","sing hallelujah!","it's a","can you","it now?","now? these","these walls","walls that","that they","they put","we'll sing hallelujah!","it now? these","now? these walls","these walls that","walls that they","that they put","they put up","put up to","up to hold","to hold us",55,12,12,36,0,43,8,26,20,2,48,0,4,328.3105590062112,late2000s,top10
"Change Clothes",688.0,0.33430232558139533,"the","you","uh","i","sexy","to","ah","and","back","it's","sexy sexy","ah ah","uh uh","is back","so necessary","uh huh","to the","it's so","and go","in the","it's so necessary","ah ah uh","so necessary no","ah uh huh","change clothes and","clothes and go","and go you","go you know","you know i","know i stay",115,22,59,85,0,161,19,65,62,6,80,0,14,331.90252707581226,early2000s,top10
"Change Of Heart",152.0,0.5921052631578947,"i","of","it","here","the","your","waiting","for","you","change","waiting for","change of","of heart","i am","just like","you think","i would","turn it","it around","stand here","change of heart","turn it around","here waiting for","waiting for your","for your change","your change of","waiting for you","for you change","you change of","would be i'm",35,1,3,29,0,26,3,24,16,0,13,0,2,331.1943510423672,late1980s,top10
"Change Of Heart",205.0,0.36585365853658536,"a","there's","change","been","it","you","just","me","too","little","a change","there's been","been a","just a","a little","change of","of heart","little too","too far","change yeah","there's been a","been a change","just a little","a change of","change of heart","a little too","a change yeah","change yeah there's","yeah there's been","of heart said",36,1,8,25,0,47,4,19,33,4,28,0,0,332.3172090949621,early1980s,top30
"Change The World",194.0,0.36597938144329895,"i","the","could","change","world","if","would","my","you","baby","change the","the world","if i","i could","could change","baby if","world i","i can","be the","the sunlight","change the world","if i could","i could change","could change the","baby if i","the world i","be the sunlight","the sunlight in","sunlight in your","in your universe",35,5,4,37,1,43,0,22,8,0,39,0,0,333.19124474906033,mid1990s,top10
"Changes",750.0,0.35733333333333334,"the","to","way","it","i","is","a","that's","and","on","the way","way it","it is","that's just","just the","come on","things will","will never","is things","never be","the way it","way it is","that's just the","just the way","things will never","it is things","is things will","will never be","never be the","be the same",162,23,42,90,5,156,26,58,67,0,110,0,11,328.44678083676564,late1990s,top40
"Chante's Got A Man",339.0,0.34513274336283184,"i","got","me","you","man","your","home","girl","a","and","got a","a man","man at","at home","i got","on ya","chante's got","no no","got proof","proof girl","got a man","a man at","man at home","chante's got a","i got proof","got proof girl","at home it","home it hurts","it hurts me","hurts me your",59,10,27,65,3,80,5,33,18,2,34,0,3,333.3636169303121,late1990s,top10
"Chariot",236.0,0.4576271186440678,"me","your","give","chariot","strength","oh","to","the","this","over","give me","me your","your strength","chariot give","oh chariot","strength chariot","strength give","down upon","upon this","this face","give me your","me your strength","chariot give me","strength chariot give","your strength chariot","your strength give","walking down upon","down upon this","upon this face","this face oh",61,3,10,41,0,60,7,13,13,8,18,0,2,341.82093663911843,mid2000s,top30
"Chariots Of Fire",27.0,0.4444444444444444,"chariots","of","fire","are","fire!!!","way","the","best","i","love","chariots of","of fire","chariots chariots","fire are","of fire!!!","my way","way chariots","are the","the best","best i","chariots of fire","of fire are","chariots chariots chariots","chariots of fire!!!","are on my","on my way","my way chariots","way chariots of","fire are the","are the best",3,0,0,2,0,14,0,6,1,0,1,0,0,342.2935818682482,early1980s,top10
"Charlene",323.0,0.4179566563467492,"to","you","i","her","and","she","be","the","on","come","i'll be","you and","and to","to love","knows i","baby i'll","be sittin","sittin here","here waitin","waitin on","you and to","baby i'll be","i'll be sittin","be sittin here","sittin here waitin","here waitin on","waitin on you","on you to","you to come","to come home",73,12,10,62,2,61,23,32,19,3,25,0,1,346.1810579134435,mid2000s,top20
"Chasin' The Wind",254.0,0.3779527559055118,"you","the","i","i'm","no","oh","chasin","wind","me","can't","chasin the","the wind","makin you","you care","care about","about me","no use","use makin","if you","me no","chasin the wind","makin you care","you care about","care about me","use makin you","no use makin","about me no","me no way","no way that","way that i'm",48,3,5,40,0,57,2,27,32,4,34,0,2,351.52104499274316,early1990s,top40
"Chasing Cars",204.0,0.45098039215686275,"i","here","just","if","lay","me","forget","all","would","you","if i","lay here","i lay","here if","i just","just lay","here would","would you","you lie","lie with","if i lay","i lay here","lay here if","here if i","if i just","i just lay","just lay here","lay here would","here would you","would you lie",45,5,6,36,1,26,3,25,30,0,21,0,6,352.9685120395143,mid2000s,top10
"Chasing Pavements",287.0,0.2926829268292683,"i","should","it","if","or","up","even","just","keep","chasing","should i","even if","i just","just keep","i give","give up","up or","or should","chasing pavements","keep chasing","should i just","i just keep","should i give","i give up","give up or","up or should","or should i","just keep chasing","keep chasing pavements","chasing pavements even",65,16,5,57,0,30,5,22,36,0,50,0,1,354.0939788445891,late2000s,top30
"Chasing The Sun",225.0,0.3422222222222222,"oh","the","","you'll","find","us","chasing","sun","never","i'm","oh oh","you'll find","find us","us chasing","chasing the","the sun","i'm never","we've only","only just","just begun","oh oh oh","you'll find us","find us chasing","us chasing the","chasing the sun","we've only just","only just begun","better so much","so much better","much better now",45,5,15,24,0,38,3,15,39,19,20,0,2,351.1967611336033,early2010s,top50
"Chattahoochee",259.0,0.35135135135135137,"a","the","i","'bout","and","on","down","never","but","how","i learned","on the","and a","a little","down yonder","yonder on","the chattahoochee","but i","i was","yeah way","yeah way down","way down yonder","down yonder on","yonder on the","on the chattahoochee","livin and a","and a little","a little 'bout","little 'bout love","how much that",34,16,19,23,0,67,6,36,11,1,37,0,9,351.41043723554304,early1990s,top50
"Check It Out",265.0,0.4226415094339623,"out","check","it","a","the","that","to","have","on","better","check it","it out","have a","a better","better understanding","understanding check","that we've","they'll have","on the","this is","check it out","have a better","a better understanding","better understanding check","understanding check it","they'll have a","this is all","is all that","all that we've","that we've learned",61,1,16,36,3,49,7,21,13,1,54,0,3,349.8171634326866,late1980s,top20
"Check It Out",391.0,0.4833759590792839,"i","the","it","in","i’m","","you","just","a","done","in the","i can’t","believe it","can’t believe","i’m a","it out","out","check it","up in","cause i’m","i can’t believe","can’t believe it","check it out","it out","in the club","step up in","up in the","in the party","the party like","party like my",75,7,19,57,0,90,7,47,25,1,60,0,3,353.7685917721519,early2010s,top30
"Check It Out",391.0,0.4833759590792839,"i","the","it","in","i’m","","you","just","a","done","in the","i can’t","believe it","can’t believe","i’m a","it out","check it","up in","cause i’m","the club","i can’t believe","can’t believe it","check it out","in the club","step up","step up in","up in the","in the party","the party like","party like my",75,7,19,57,0,90,7,47,25,1,60,0,3,357.71992959123804,early2010s,top50
"Check On It",476.0,0.42436974789915966,"you","it","i","on","the","and","up","me","","but","up on","on it","check up","of the","let you","on me","i can","if you","it while","the king","up on it","check up on","the king of","king of the","put it on","it on me","you  -","- 2x","- 2x","it while i",99,20,12,92,1,97,7,65,19,1,60,0,3,362.8991354466859,mid2000s,top10
"Check Yo Self",577.0,0.3708838821490468,"yo","self","you","check","and","before","wreck","a","the","chickity","yo self","check yo","self before","before you","wreck yo","chickity check","you wreck","so chickity","come on","on and","check yo self","yo self before","self before you","wreck yo self","before you wreck","you wreck yo","chickity check yo","so chickity check","come on and","yo self so",95,24,21,81,3,186,7,68,21,2,68,0,1,363.82765796443437,early1990s,top20
"Check Yo Self",577.0,0.3708838821490468,"yo","self","you","check","and","before","wreck","a","the","chickity","yo self","check yo","self before","before you","wreck yo","chickity check","you wreck","so chickity","come on","on and","check yo self","yo self before","self before you","wreck yo self","before you wreck","you wreck yo","chickity check yo","so chickity check","come on and","yo self so",95,24,21,81,3,186,7,68,21,2,68,0,1,364.75572945779766,early1990s,top30
"Cheerleader",289.0,0.314878892733564,"i","she","a","when","need","is","think","right","i'm","you","when i","she is","is always","right there","there when","i need","oh i","i think","think that","that i","she is always","right there when","there when i","when i need","oh i think","i think that","think that i","that i found","i found myself","found myself a",68,8,10,71,2,36,2,20,33,6,23,0,10,369.1290915777859,mid2010s,top10
"Cheers (Drink To That)",349.0,0.29512893982808025,"yeah","to","the","drink","i","and","on","my","a","tonight","yeah yeah","i drink","drink to","to that","that yeah","let the","hey yeah","the bar","on my","tonight yeah","i drink to","yeah yeah yeah","drink to that","to that yeah","that yeah yeah","hey yeah yeah","cheers to the","to the freakin","the freakin 'weekend","freakin 'weekend i",55,13,8,34,0,119,18,32,18,5,47,0,0,371.3404605263158,early2010s,top10
"Cheers 2 U",299.0,0.3411371237458194,"a","your","love","what","be","for","me","i","angel","you","what a","a love","love what","i'll be","be your","cheers 2","2 u","u for","for givin","givin me","what a love","a love what","love what a","i'll be your","cheers 2 u","2 u for","u for givin","for givin me","givin me a","me a chance",42,9,6,55,6,81,1,24,21,0,42,0,12,375.2806223991316,late1990s,top40
"Chemicals React",288.0,0.2951388888888889,"we","yeah","the","and","you","like","of","chemicals","react","us","and we","yeah yeah","the chemicals","chemicals react","was i","were you","we lived","both of","we loved","we hurt","the chemicals react","both of us","and just like","just like that","yeah yeah yeah","was i wrong","i wrong were","wrong were you","were you weak","you weak was",69,17,13,55,0,48,3,32,15,0,32,0,4,373.4718738803296,mid2000s,top50
"Cherish",291.0,0.23367697594501718,"the","cherish","love","we","life","i","have","live","as","before","cherish the","the love","love cherish","the life","we have","life cherish","love we","live cherish","we live","before i","cherish the love","the love cherish","love cherish the","cherish the life","the life cherish","life cherish the","the love we","love we have","live cherish the","we have we",44,3,7,42,0,62,1,58,10,0,64,0,0,365.09086059743953,mid1980s,top10
