Song,Year,Complex Narc
Nothing's Gonna Stop Us Now,1987,-23.46
Notice Me,1990,3.862068966
Notorious,1987,1.090909091
Notorious,1987,1.636363636
November Rain,1992,0.568627451
Now And Forever,1994,2.4
Now That We Found Love,1991,-20.71428571
Nowhere To Go,1996,2.192307692
Nu Nu,1992,4.4
Nude,2008,0.529411765
Numb,2004,4.622222222
Numb/Encore,2005,4.444444444
Number One Spot,2005,11.66666667
Nuthin' But A 'G' Thang,1993,5.23880597
Nuttin' But Love,1994,7.291666667
Nuttin' But Love,1994,7.291666667
O,2005,17.43396226
O.P.P.,1991,1.299363057
OMG,2010,31.875
Object Of My Desire,1985,17.5
Objects In The Rear View Mirror May Appear Closer Than,1994,2.594594595
Obscene Phone Caller,1984,2.285714286
Obsessed,2009,1.97260274
Obsession,1985,3.9375
Obsession (No Es Amor),2005,3.266666667
Ocean Avenue,2004,2.956521739
Odio,2014,1.939393939
Off On Your Own (Girl),1988,6.709677419
Off The Wall,1980,0
Oh,2005,-1.721311475
Oh Boy,2002,2.333333333
Oh Father,1990,4.888888889
Oh Girl,1985,1.119047619
Oh Girl,1990,4.56097561
Oh Julie,1982,7.04
Oh No,1981,1.925925926
Oh Sheila,1985,4.338983051
Oh Sweet Lorraine,2013,-6.4
Oh Yeah!,2002,4.68
Oh People,1986,-18
Oh Sherrie,1984,-11.5862069
Okay,2005,7.957894737
Old Alabama,2011,1.28
Old Fashion Love,1980,0
Old Man & Me (When I Get To Heaven),1996,5.850746269
Old Time Rock & Roll,1983,3
Old Time's Sake,2009,5.34939759
On & On,1997,-8.088235294
On A Carousel,1982,0
On A Night Like This,2001,1.063829787
On A Sunday Afternoon,1992,-12.52173913
On Bended Knee,1994,9.386363636
On Fire,2004,-5.225806452
On My Mind,2015,19.44067797
On My Own,1986,10.60606061
On My Own,1997,3.461538462
On Our Own,1989,-28.62666667
On The Dark Side,1984,1.142857143
On The Floor,2011,0.830188679
On The Hotline,2007,7.905405405
On The Loose,1983,0
On The Radio,1980,0.905660377
On The Road Again,1980,-4.578947368
On The Way Down,2004,6
On The Way To The Sky,1982,-1.5
On The Way Up,1991,4.307692308
On The Wings Of A Nightingale,1984,1.666666667
On The Wings Of Love,1982,0
On To The Next One,2010,4.363636364
Once Bitten Twice Shy,1989,6.904761905
Once In A Lifetime,2006,-4.894736842
One,1989,4.373333333
One,1989,8.816326531
One,1992,0.488372093
One And Only Man,1990,5.023255814
One Call Away,2004,35.44785276
One Fine Day,1980,3.421052632
One For The Mockingbird,1987,1.04
One Good Reason,1988,0.366666667
One Good Woman,1988,16
One Heartbeat,1987,-11.66666667
One Hell Of An Amen,2015,-1.576923077
One Hit (To The Body),1986,8.918367347
One Hundred Ways,1982,0
One In A Million,1984,4.173913043
One In A Million You,1980,3
One Last Breath,2002,8.947368421
One Last Cry,1993,6.204545455
One Last Time,2015,2.038834951
One Less Lonely Girl,2009,5.555555556
One Lonely Night,1985,0
One Love (People Get Ready),2010,0.333333333
One Mic,2002,3.84375
One Minute Man,2001,5.739130435
One Moment In Time,1988,5.12195122
One More Chance/Stay With Me,1995,9.655172414
One More Day,2001,2.75
One More Drink,2009,1.983333333
One More Night,2012,6.018867925
One More Night,1985,7.466666667
One More Night,1981,2.413793103
One More Time,1997,10.8
One More Try,1999,5.387755102
One More Try,1988,6.222222222
One More Try,1991,1.25
One More Try,1991,1.25
One Night In Bangkok,1985,2.594594595
One Night Love Affair,1985,-1.5
One Night Stand,2000,4.838709677
One Of The Living,1985,-6.260869565
One Of Those Nights,2013,0
One Of Us,2010,-4.714285714
One Of Us,1996,-4.65
One On One,1983,0.294117647
One Step At A Time,2008,-10.5
One Step Closer,1981,1.609756098
One Step Closer To You,1986,5.260869565
One Step Up,1988,1.739130435
One Sweet Day,1995,2.511627907
One Thing,2004,0
One Thing,2012,8.636363636
One Thing Leads To Another,1983,2.162162162
One Time,2010,9.046153846
One To One,1982,0.48
One Trick Pony,1980,1.324324324
One Voice,2000,-1.727272727
One Way Or Another (Teenage Kicks),2013,0
One Week,1998,8.311111111
One Wish,2006,3.789473684
One Woman,1993,11.18032787
One Woman Man,2001,1.777777778
Online,2007,1.87804878
Only,2014,8.056
Only A Lonely Heart Sees,1980,2
Only Girl (In The World),2010,9.204545455
Only God Knows Why,2000,3.829787234
Only In America,2001,-13.68421053
Only In My Dreams,1987,3.255813953
Only Love (The Ballad Of Sleeping Beauty),1996,0.694444444
Only One,2015,6.705882353
Only The Good Die Young,2010,1.692307692
Only The Lonely,1982,-1.611111111
Only The Young,1985,0
Only Time,2001,-1.5
Only Time Will Tell,1982,0.636363636
Only Time Will Tell,1991,5.727272727
Only U,2005,16.17777778
Only Wanna Be With You,1995,5.028571429
Only When You Leave,1984,0.829268293
Only You,1996,4.976470588
Only You Can Love Me This Way,2009,5.277777778
Oochie Coochie,1992,2.619047619
Oochie Wally,2001,17.5
Ooh Aah...Just A Little Bit,1997,3.80952381
Ooh Child,1993,0
Ooh La La,1998,0.228070175
Ooh La La (I Can't Get Over You),1990,3.136363636
Ooh Ooh Song,1985,-14.44444444
Ooh!,2003,12.27272727
Ooops Up,1990,0.967741935
Oops (Oh My),2002,0
Oops!...I Did It Again,2000,1.090909091
Open Arms,1982,0
Open Your Heart,1987,5.483870968
Operator,1985,12.44444444
Opportunities (Let's Make Lots Of Money),1986,0
Opposites Attract,1990,-10.60465116
Or Nah,2014,5.227272727
Ordinary Day,2002,1.647058824
Ordinary Life,1999,1.388888889
Ordinary People,2005,0
Ordinary World,1993,3.181818182
Orinoco Flow (Sail Away),1989,-1.5
Otherside,2000,5.34375
Otis,2011,1.161290323
Otis,2011,0.9
Our House,1983,-30.47169811
Our Lips Are Sealed,1981,-1.392857143
Our Song,2008,0.224137931
Ours,2011,2.790697674
Out Here Grindin',2008,15.14482759
Out Here On My Own,1980,9.264705882
Out Last Night,2009,-8.75
Out Of Mind Out Of Sight,1986,6.548387097
Out Of My Head,1999,1.826086957
Out Of My Head,2011,5.113043478
Out Of The Blue,1988,2.307692308
Out Of The Woods,2014,-75.33333333
Out Of Touch,1984,-1.1
Out Of Work,1982,1.571428571
Outside,2015,2.421052632
Outta Control (Remix),2005,9.734513274
Outta My System,2007,19.18562874
Over,2012,1.428571429
Over,2010,2.53164557
Over And Over,2004,3.593495935
Over It,2007,6.5
Over My Head (Cable Car),2006,3.652173913
Over The Rainbow,2010,1.5
Over You,2012,1.40625
Over You,2007,4.347826087
Over You,2012,1.3125
Overjoyed,1986,-1.5
Overkill,1983,0.5625
Overnight Celebrity,2004,-1.555555556
Owner Of A Lonely Heart,1984,0.857142857
Oye Mi Canto,2004,0
Oye Mi Canto (Hear My Voice),1990,0.076923077
P.A.S.S.I.O.N.,1991,3.886363636
P.I.M.P.,2003,12.40268456
P.Y.T. (Pretty Young Thing),1983,4.307692308
Pac Man Fever,1982,15.90909091
Pac-Man Fever,1982,15.90909091
Pain,2007,0.906976744
Paint Me A Birmingham,2004,4.545454545
Pamela,1988,0.181818182
Panama,1984,0.714285714
Pants On The Ground,2010,0
Papa Don't Preach,1986,6.867924528
Paparazzi,2009,3.260869565
Paper,1998,8.17721519
Paper Doll,1992,1.928571429
Paper In Fire,1987,-3.529411765
Paper Planes,2008,1.351351351
Paperlate,1982,-1.823529412
Papers,2009,8.727272727
Paradise,2011,0
Paradise,2003,13.66423358
Paradise,1988,11.33333333
Paradise City,1989,31.98780488
Paralyzer,2008,10.25396825
Paranoid,2009,4.68
Paranoid,2014,3.962264151
Paranoimia,1986,1.8
Parents Just Don't Understand,1988,10.26845638
Parents Just Don't Understand,1988,11.09333333
Parents Just Don't Understand,1988,10.26845638
Part Of Me,2012,14.7826087
Part-Time Lover,1985,-1.5
Partition,2014,18.6
Party,2011,2
Party All The Time,1985,0.512820513
Party In The U.S.A.,2009,22.23076923
Party Like A Rockstar,2007,3.534883721
Party People,2008,34.40540541
Party Rock Anthem,2011,-3.259259259
Party Rock Anthem,2011,-3.259259259
Party Up (Up In Here),2000,25.85106383
Partyman,1989,0
Pass That Dutch,2003,3.461538462
Pass The Courvoisier Part II,2002,10.37815126
Pass The Dutchie,1983,8.571428571
Passion,1981,-1.526315789
Patience,1989,0
Payphone,2012,4.28358209
Peace In Our Time,1990,-16.5862069
Peaches,1996,7.117647059
Peaches & Cream,2001,4.603174603
Penny Lover,1984,8.913043478
Penomenal,2015,7.967479675
People Are Crazy,2009,-5.189189189
People Are People,1985,2.869565217
People Are Still Having Sex,1991,0
People Everyday,1992,3.566037736
People Get Ready,1985,0
Perfect,2015,-12.89552239
Perfect,2004,3.64
Perfect,2003,1.277777778
Perfect Way,1985,1.20754717
Perfect World,1988,-1.384615385
Permanent,2009,2.580645161
Personal Jesus,1990,0.454545455
Personally,1982,0
Peter Gunn,1986,NaN
Photograph,1983,1.756097561
Photograph,2015,2.734375
Photograph,2005,0.549295775
Physical,1981,5.862068966
Piano In The Dark,1988,1.846153846
Picture,2003,3.648648649
Picture To Burn,2008,11.15217391
Piece Of Me,2008,0.25
Piece Of My Heart,1991,2.074074074
Pieces Of Ice,1983,0.090909091
Pieces Of Me,2004,4.333333333
Pills N Potions,2014,0.198529412
Pilot Of The Airwaves,1980,1.862068966
Pimpin' All Over The World,2005,-3.15625
Pinch Me,2000,2.34
Pink,1998,-1.5
Pink Cadillac,1988,2.086956522
Pink Cashmere,1993,0
Pink Houses,1984,6.764705882
Pirate Flag,2013,2.482758621
Place In This World,1991,0.111111111
Planes,2015,1
Planet Rock,1982,1.015384615
Play,2005,0.201834862
Play,2001,6.25
Play It Again,2014,3.2
Play My Music,2008,13.70212766
Play Something Country,2005,0.5
Play That Funky Music,1991,8.727272727
Play The Game,1980,-1.5
Play The Game Tonight,1982,2.105263158
Playaz Club,1994,-13.41666667
Player's Anthem,1995,3.734939759
Player's Ball,1994,0
Player's Ball,1994,0
Players Anthem,1995,3.734939759
Playground,1991,1.875
Please,2015,6.146341463
Please Don't Go,1992,4.170731707
Please Don't Go,1996,16.49056604
Please Don't Go,1980,1.6
Please Don't Go,1992,2.210526316
Please Don't Go,2010,1.568181818
Please Don't Go,1997,5.170212766
Please Don't Go,2007,5.170212766
Please Don't Go Girl,1988,6
Please Don't Leave Me,2009,8.196428571
Please Forgive Me,1993,-5.076923077
Please Remember Me,1999,3.125
Po Pimp,1996,5
Po' Folks,2002,4.416666667
Pocketful Of Sunshine,2008,16
Poetic Justice,2013,2.068965517
Point Of No Return,1987,10.3125
Point Of No Return,1986,2.857142857
Poison,1989,4.918918919
Poison,1990,5.907407407
Poison Arrow,1983,4.044444444
Poker Face,2010,16.4
Poker Face,2009,8.918918919
Policy Of Truth,1990,0
Pompeii,2014,-6.260869565
Pon de Replay,2005,9.518987342
Pontoon,2012,0
Pony,1996,3.169491525
Poor Man's Son,1981,-1.428571429
Pop,2001,-4.285714286
Pop A Top,2000,2.88
Pop Bottles,2008,-18.35294118
Pop Champagne,2009,-6.826666667
Pop Champange,2009,0
Pop Goes The Movies Part I,1982,NaN
Pop Goes The Weasel,1991,-1.641025641
Pop Goes The World,1988,3
Pop Life,1985,0.029411765
Pop Muzik,1980,0.35483871
Pop Singer,1989,1
Pop That,2012,7.920454545
Pop Lock & Drop It,2007,1.48427673
Poppin',2007,4.948453608
Poppin' My Collar,2006,18.42424242
Possession,1990,8.28358209
Possession Obsession,1985,0
Post To Be,2015,8.341463415
Potential Breakup Song,2007,14.26582278
Pound The Alarm,2012,1.692307692
Pour It Up,2013,-1.75
Pour Some Sugar On Me,1988,5.217391304
Power,2010,3.586206897
Power,2010,3.586206897
Power,1980,3.927272727
Power Of Love,1991,0.357142857
Power Of Love,1988,2.333333333
Power Of Love/Love Power,1991,NaN
Power Trip,2013,10.30769231
Power Windows,1991,0
Powerful Thing,1999,-14.58333333
Practice What You Preach,1994,5.120689655
Praise You,1999,0
Pray,1990,-65.93333333
Pray For You,2010,0.366666667
Prayer For The Dying,1994,2.826086957
Prayer In C,2015,-2.947368421
Prayin' For Daylight,2000,4.857142857
Praying For Time,2008,-5.333333333
Praying For Time,1990,-5.6
Precious To Me,1981,7.881355932
Press,1986,3.340909091
Pressure,1982,0
Pretending,2011,-24.1875
Pretty Boy Swag,2010,19.64197531
Pretty Girl,1995,3.365384615
Pretty Girl Rock,2011,15.3
Pretty Girls,2015,-4.442307692
Pretty Girls,2011,7.428571429
Pretty Good At Drinkin' Beer,2010,1.285714286
Pretty In Pink,1986,-1.756097561
Pretty Vegas,2005,1.358490566
Pretty Wings,2009,1.639344262
Price Of Love,1990,5.04
Price Tag,2011,-8.432432432
Price Tag,2011,-8.432432432
Prime Time,1984,7.5625
Princess Of China,2011,5.90625
Principal's Office,1990,8.091954023
Prisoner,2015,2.5
Private Dancer,1985,3.93442623
Private Eyes,1981,3.875
Private Number,1986,4.756756757
Problem,2014,2.163636364
Project Chick,2001,5.904761905
Prom Queen,2009,2.588235294
Promiscuous,2006,11.21311475
Promise,2006,27.15625
Promise,2001,3.692307692
Promise Me,1988,6.146341463
Promises,1981,6.041666667
Promises In The Dark,1981,0
Promises Promises,1983,0.842105263
Prove Your Love,1988,4.506666667
Pullin' Me Back,2006,24.65605096
Pump It,2006,1.176470588
Pump It Up,2003,8.943089431
Pump Up The Jam,1989,4.285714286
Pump Up The Jam,1990,8.333333333
Pump Up The Volume,1988,0
Pumped Up Kicks,2011,2
Pumps And A Bump,1994,0.4
Pure,1990,3.906976744
Purple Hills,2001,2.892857143
Purple Rain,1984,-1.552631579
Push It,1988,0.230769231
Push It To The Limit,2007,-19.87096774
Pushin' Me Away,2008,19.67213115
Pushin' Weight,1999,3.704081633
Put A Little Love In Your Heart,1989,1.111111111
Put It In A Magazine,1983,3.846153846
Put It On Me,2001,12.90659341
Put It On Ya,2009,2.076923077
Put On,2008,24.18897638
Put That Woman First,2003,3.25
Put Your Mouth On Me,1989,4.038461538
Puttin' On The Ritz,1983,-1.458333333
Quality Time,1993,12.71830986
Queen Of Hearts,1981,2.777777778
Queen Of The Broken Hearts,1983,0
Quit Playing Games (With My Heart),1997,13.85897436
R.I.C.O.,2015,2.61971831
R.O.C.K. In The U.S.A.,1986,-3
Rack City,2012,3.857142857
Racks,2011,5.352941176
Radio Ga-Ga,1984,-1.5
Radio Romance,1989,3.891891892
Radioactive,2013,5.5
Radioactive,2010,0.47826087
Radioactive,1985,1.857142857
Rag Doll,1988,-1.5
Rain,1993,14.21052632
Rain,1998,21.34883721
Rain Is A Good Thing,2010,-2.764705882
Rain On Me,2003,4.640625
Rain On The Scarecrow,1986,5.5
Rain Over Me,2011,22.86206897
Raining On Sunday,2003,-18.8
Rainy Dayz,2002,2.763157895
Raise The Roof,1998,1.540540541
Raise Up,2001,-8.224299065
Raise Your Glass,2011,0.54
Raise Your Glass,2010,0
Raise Your Glass,2011,0.568627451
Rap God,2013,10.3030303
Rapper's Delight,1980,8.192090395
Rapture,1981,1.034482759
Rapture (Tastes So Sweet),2002,6.041666667
Raspberry Beret,1985,0.761904762
Rather Be,2014,1.379310345
Ray Of Light,1998,0.137931034
Reach,1996,3.142857143
React,2002,2.285714286
Read 'Em And Weep,1984,7.2
Read Your Mind,2004,2.910891089
Ready Or Not,1990,6.62745098
Ready Or Not,2013,5.571428571
Ready To Run,1999,0.4
Ready Set Don't Go,2008,1.555555556
Real Good Man,2003,0.692307692
Real Love,1989,1.95
Real Love,1992,10.5
Real Love,1990,2
Real Love,1996,1.75
Real Love,1980,2.193548387
Real Muthaphuckkin G's,1994,6
Real Real Real,1991,0
Real World,1998,4.846153846
Realize,2008,0
Really Don't Care,2014,0.73015873
Really Wanna Know You,1981,2.016129032
Reason To Believe,1993,2.444444444
Rebel Yell,1984,1.842105263
Rebirth Of Slick (Cool Like Dat),1993,0
Recovery,2013,0.47826087
Red,2012,0.789473684
Red Dirt Road,2003,2.189189189
Red Light,1980,1.806451613
Red Light Special,1995,8.390243902
Red Rag Top,2002,0
Red Solo Cup,2012,7.764705882
Red Red Wine,1984,41.29133858
Red Red Wine,1988,-1.5
Redneck Crazy,2013,2.666666667
Redneck Woman,2004,10.97727273
Redneck Yacht Club,2005,-9
Refugee,1980,-1.46875
Regret,1993,2.684210526
Regulate,1994,7.297297297
Regulate,1994,7.297297297
Rehab,2007,4.5
Rehab,2009,10.98130841
Relax,1985,1.5
Release Me,1990,6.923076923
Remedy,1992,3.972972973
Remedy (I Won't Worry),2003,2.593220339
Remember Me,2009,7.789473684
Remember The Night,1984,1.857142857
Remember The Time,1992,-1.5
Remember When,2004,-10.85
Remember When,1998,-7.8125
Remind Me,2011,6.181818182
Renee,1996,8.936305732
Renegades,2015,-1.538461538
Replay,2010,20.05333333
Replay,2014,0
Request Line,1997,1.489361702
Rescue Me,1991,14.4516129
Respect Yourself,1987,0
Restless,1986,1.615384615
Restless Heart,1992,16.35483871
Return Of The Mack,1997,9.674157303
Return To Innocence,1994,0.5
Rewind,2014,-1.64
Rhythm Divine,2000,2.857142857
Rhythm Is A Dancer,1993,-8.219178082
Rhythm Is Gonna Get You,1987,0
Rhythm Nation,1990,-10.35
Rhythm Of Love,2011,1.909090909
Rhythm Of Love,1988,2
Rhythm Of My Heart,1991,12.5106383
Rhythm Of The Night,1985,-1.666666667
Rich As F**k,2013,6.039473684
Rich Girl,2005,2.488888889
Rico Suave,1991,4.772727273
Ride,2010,3.022222222
Ride Like The Wind,1980,1.142857143
Ride The Wind,1991,0
Ride Wit Me,2001,10.5
Riders In The Sky,1981,-3.35483871
Ridin',2006,50.80116959
Ridin' Low,1996,4.169014085
Ridin' Solo,2010,20.36170213
Riding With Private Malone,2001,1.391304348
Right Above It,2010,9.818181818
Right Before Your Eyes,1983,3.255813953
Right Between The Eyes,1986,14.40677966
Right By Your Side,1984,5.142857143
Right Here (Departed),2008,7.974683544
Right Here (Human Nature)/Downtown,1993,0.914285714
Right Here Waiting,1989,1.666666667
Right Here Right Now,1991,0
Right Now,1992,19.51851852
Right Now,2013,-15.63157895
Right Now (Na Na Na),2008,2
Right On The Money,1999,0
Right On Track,1987,0.597014925
Right Round,2009,18.01941748
Right There,2011,10.31578947
Right Thru Me,2010,13.47368421
Right Thurr,2003,5.115384615
Right Where I Need To Be,2001,0.765957447
Right Where You Want Me,2006,9.759259259
Ring My Bell,1991,12.42424242
Ring The Alarm,2006,3.951219512
Rio,1983,1.75
Riptide,2015,2.288461538
Ritual,1988,10.32352941
River Deep Mountain High,2010,0.980392157
Roam,1990,-3.111111111
Roar,2013,8.161290323
Rock 'N Roll Dreams Come Through,1981,-3.435897436
Rock 'N' Roll Is King,1983,0.64516129
Rock And A Hard Place,1990,-2.545454545
Rock And Roll Dreams Come Through,1994,-3.353846154
Rock And Roll Girls,1985,1
Rock Me Amadeus,1986,14.81481481
Rock Me Tonight,1985,12.53012048
Rock Me Tonite,1984,9.275362319
Rock Of Ages,1983,0.827586207
Rock Of Life,1988,4.965517241
Rock On,1989,0
Rock Steady,1987,0.416666667
Rock That Body,2010,-3.68
Rock The Boat,2001,9.397590361
Rock The Casbah,1983,0
Rock The Night,1987,1.238095238
Rock This Town,1982,0
Rock Wit U (Awww Baby),2003,7.2
Rock Wit'cha,1989,1.547619048
Rock With You,1980,-5.777777778
Rock Yo Hips,2007,2.516778523
Rock You Like A Hurricane,1984,0.4
Rock Your Body,2003,23.76146789
Rocket,1989,0.857142857
Rocket 2 U,1988,2.424242424
Rocketeer,2011,-13.95522388
Rockin' Around The Christmas Tree,2014,0
Rockin' At Midnight,1985,0
Rockin' Into The Night,1980,-7.142857143
Rockin' That Thang,2009,0.28
Rockstar,2007,3.571428571
Rodeo,2006,12.03738318
Roll Me Away,1983,2.857142857
Roll To Me,1995,4.821428571
Roll Up,2011,3.307692308
Roll With It,1988,0
Roll With Me,2008,3.216216216
Roller Coaster,2013,-4.666666667
Roller Coaster,2014,0.282051282
Rolling In The Deep,2011,6.580645161
Rolling In The Deep,2011,6.567010309
Rollout (My Business),2002,15
Romancing The Stone,1984,0.4
Romantic,1991,3.825
Romeo,1990,6.243243243
Romeo,1993,2.162162162
Romeo & Juliet,1992,-4.5
Romeo & Juliet,1992,-4.5
Romeo And Juliet,1998,14.8255814
Romeo And Juliet,1998,14.8255814
Romeo And Juliet,1998,14.8255814
Romeo's Tune,1980,18.7826087
Rompe,2006,0.266666667
Ronan,2012,2.882352941
Roni,1989,9.058139535
Room At The Top,1990,-1.666666667
Room To Move,1989,0.510638298
Rooms On Fire,1989,2.25
Rosanna,1982,0.463414634
Roses,2004,0.236363636
Rotation,1980,NaN
Rotten To The Core,2015,3.92
Rough Boy,1986,2.363636364
Round & Round,2010,12.25531915
Round And Round,1984,-2.871794872
Round And Round,1991,-3.142857143
Round Here,2013,-4.941176471
Route 101,1982,NaN
Royals,2013,-4.384615385
Rub You The Right Way,1990,5.301204819
Rubber Band Man,2004,10.5
Rude,2014,4.528301887
Rude Boy,2010,3.677419355
